"pokemonId","typeId"
"4-n25","12"
"4-n250","9"
"4-n250","2"
"4-n251","13"
"4-n251","11"
"4-n252","11"
"4-n253","11"
"4-n254","11"
"4-n254m","11"
"4-n254m","15"
"4-n255","9"
"4-n256","9"
"4-n256","1"
"4-n257","9"
"4-n257","1"
"4-n257m","9"
"4-n257m","1"
"4-n258","10"
"4-n259","10"
"4-n259","4"
"4-n26","12"
"4-n260","10"
"4-n260","4"
"4-n260m","10"
"4-n260m","4"
"4-n261","16"
"4-n262","16"
"4-n263","0"
"4-n263g","16"
"4-n263g","0"
"4-n264","0"
"4-n264g","16"
"4-n264g","0"
"4-n265","6"
"4-n266","6"
"4-n267","6"
"4-n267","2"
"4-n268","6"
"4-n269","6"
"4-n269","3"
"4-n26a","12"
"4-n26a","13"
"4-n27","4"
"4-n270","10"
"4-n270","11"
"4-n271","10"
"4-n271","11"
"4-n272","10"
"4-n272","11"
"4-n273","11"
"4-n274","11"
"4-n274","16"
"4-n275","11"
"4-n275","16"
"4-n276","0"
"4-n276","2"
"4-n277","0"
"4-n277","2"
"4-n278","10"
"4-n278","2"
"4-n279","10"
"4-n279","2"
"4-n27a","14"
"4-n27a","8"
"4-n28","4"
"4-n280","13"
"4-n280","17"
"4-n281","13"
"4-n281","17"
"4-n282","13"
"4-n282","17"
"4-n282m","13"
"4-n282m","17"
"4-n283","6"
"4-n283","10"
"4-n284","6"
"4-n284","2"
"4-n285","11"
"4-n286","11"
"4-n286","1"
"4-n287","0"
"4-n288","0"
"4-n289","0"
"4-n28a","14"
"4-n28a","8"
"4-n29","3"
"4-n290","6"
"4-n290","4"
"4-n291","6"
"4-n291","2"
"4-n292","6"
"4-n292","7"
"4-n293","0"
"4-n294","0"
"4-n295","0"
"4-n296","1"
"4-n297","1"
"4-n298","0"
"4-n298","17"
"4-n299","5"
"4-n3","11"
"4-n3","3"
"4-n30","3"
"4-n300","0"
"4-n301","0"
"4-n302","16"
"4-n302","7"
"4-n302m","16"
"4-n302m","7"
"4-n303","8"
"4-n303","17"
"4-n303m","8"
"4-n303m","17"
"4-n304","8"
"4-n304","5"
"4-n305","8"
"4-n305","5"
"4-n306","8"
"4-n306","5"
"4-n306m","8"
"4-n307","1"
"4-n307","13"
"4-n308","1"
"4-n308","13"
"4-n308m","1"
"4-n308m","13"
"4-n309","12"
"4-n31","3"
"4-n31","4"
"4-n310","12"
"4-n310m","12"
"4-n311","12"
"4-n312","12"
"4-n313","6"
"4-n314","6"
"4-n315","11"
"4-n315","3"
"4-n316","3"
"4-n317","3"
"4-n318","10"
"4-n318","16"
"4-n319","10"
"4-n319","16"
"4-n319m","10"
"4-n319m","16"
"4-n32","3"
"4-n320","10"
"4-n321","10"
"4-n322","9"
"4-n322","4"
"4-n323","9"
"4-n323","4"
"4-n323m","9"
"4-n323m","4"
"4-n324","9"
"4-n325","13"
"4-n326","13"
"4-n327","0"
"4-n328","4"
"4-n329","4"
"4-n329","15"
"4-n33","3"
"4-n330","4"
"4-n330","15"
"4-n331","11"
"4-n332","11"
"4-n332","16"
"4-n333","0"
"4-n333","2"
"4-n334","15"
"4-n334","2"
"4-n334m","15"
"4-n334m","17"
"4-n335","0"
"4-n336","3"
"4-n337","5"
"4-n337","13"
"4-n338","5"
"4-n338","13"
"4-n339","10"
"4-n339","4"
"4-n34","3"
"4-n34","4"
"4-n340","10"
"4-n340","4"
"4-n341","10"
"4-n342","10"
"4-n342","16"
"4-n343","4"
"4-n343","13"
"4-n344","4"
"4-n344","13"
"4-n345","5"
"4-n345","11"
"4-n346","5"
"4-n346","11"
"4-n347","5"
"4-n347","6"
"4-n348","5"
"4-n348","6"
"4-n349","10"
"4-n35","17"
"4-n350","10"
"4-n351","0"
"4-n352","0"
"4-n353","7"
"4-n354","7"
"4-n354m","7"
"4-n355","7"
"4-n356","7"
"4-n357","11"
"4-n357","2"
"4-n358","13"
"4-n359","16"
"4-n359m","16"
"4-n36","17"
"4-n360","13"
"4-n361","14"
"4-n362","14"
"4-n362m","14"
"4-n363","14"
"4-n363","10"
"4-n364","14"
"4-n364","10"
"4-n365","14"
"4-n365","10"
"4-n366","10"
"4-n367","10"
"4-n368","10"
"4-n369","10"
"4-n369","5"
"4-n37","9"
"4-n370","10"
"4-n371","15"
"4-n372","15"
"4-n373","15"
"4-n373","2"
"4-n373m","15"
"4-n373m","2"
"4-n374","8"
"4-n374","13"
"4-n375","8"
"4-n375","13"
"4-n376","8"
"4-n376","13"
"4-n376m","8"
"4-n376m","13"
"4-n377","5"
"4-n378","14"
"4-n379","8"
"4-n37a","14"
"4-n38","9"
"4-n380","15"
"4-n380","13"
"4-n380m","15"
"4-n380m","13"
"4-n381","15"
"4-n381","13"
"4-n381m","15"
"4-n381m","13"
"4-n382","10"
"4-n382p","10"
"4-n383","4"
"4-n383p","4"
"4-n383p","9"
"4-n384","15"
"4-n384","2"
"4-n384m","15"
"4-n384m","2"
"4-n385","8"
"4-n385","13"
"4-n386","13"
"4-n386a","13"
"4-n386d","13"
"4-n386s","13"
"4-n387","11"
"4-n388","11"
"4-n389","11"
"4-n389","4"
"4-n38a","14"
"4-n38a","17"
"4-n39","0"
"4-n39","17"
"4-n390","9"
"4-n391","9"
"4-n391","1"
"4-n392","9"
"4-n392","1"
"4-n393","10"
"4-n394","10"
"4-n395","10"
"4-n395","8"
"4-n396","0"
"4-n396","2"
"4-n397","0"
"4-n397","2"
"4-n398","0"
"4-n398","2"
"4-n399","0"
"4-n3m","11"
"4-n3m","3"
"4-n4","9"
"4-n40","0"
"4-n40","17"
"4-n400","0"
"4-n400","10"
"4-n401","6"
"4-n402","6"
"4-n403","12"
"4-n404","12"
"4-n405","12"
"4-n406","11"
"4-n406","3"
"4-n407","11"
"4-n407","3"
"4-n408","5"
"4-n409","5"
"4-n41","3"
"4-n41","2"
"4-n410","5"
"4-n410","8"
"4-n411","5"
"4-n411","8"
"4-n412","6"
"4-n413","6"
"4-n413","11"
"4-n413d","6"
"4-n413d","8"
"4-n413s","6"
"4-n413s","4"
"4-n414","6"
"4-n414","2"
"4-n415","6"
"4-n415","2"
"4-n416","6"
"4-n416","2"
"4-n417","12"
"4-n418","10"
"4-n419","10"
"4-n42","3"
"4-n42","2"
"4-n420","11"
"4-n421","11"
"4-n422","10"
"4-n423","10"
"4-n423","4"
"4-n424","0"
"4-n425","7"
"4-n425","2"
"4-n426","7"
"4-n426","2"
"4-n427","0"
"4-n428","0"
"4-n428m","0"
"4-n428m","1"
"4-n429","7"
"4-n43","11"
"4-n43","3"
"4-n430","16"
"4-n430","2"
"4-n431","0"
"4-n432","0"
"4-n433","13"
"4-n434","3"
"4-n434","16"
"4-n435","3"
"4-n435","16"
"4-n436","8"
"4-n436","13"
"4-n437","8"
"4-n437","13"
"4-n438","5"
"4-n439","13"
"4-n439","17"
"4-n44","11"
"4-n44","3"
"4-n440","0"
"4-n441","0"
"4-n441","2"
"4-n442","7"
"4-n442","16"
"4-n443","15"
"4-n443","4"
"4-n444","15"
"4-n444","4"
"4-n445","15"
"4-n445","4"
"4-n445m","15"
"4-n445m","4"
"4-n446","0"
"4-n447","1"
"4-n448","1"
"4-n448","8"
"4-n448m","1"
"4-n448m","8"
"4-n449","4"
"4-n45","11"
"4-n45","3"
"4-n450","4"
"4-n451","3"
"4-n451","6"
"4-n452","3"
"4-n452","16"
"4-n453","3"
"4-n453","1"
"4-n454","3"
"4-n454","1"
"4-n455","11"
"4-n456","10"
"4-n457","10"
"4-n458","10"
"4-n458","2"
"4-n459","11"
"4-n459","14"
"4-n46","6"
"4-n46","11"
"4-n460","11"
"4-n460","14"
"4-n460m","11"
"4-n460m","14"
"4-n461","16"
"4-n461","14"
"4-n462","12"
"4-n462","8"
"4-n463","0"
"4-n464","4"
"4-n464","5"
"4-n465","11"
"4-n466","12"
"4-n467","9"
"4-n468","17"
"4-n468","2"
"4-n469","6"
"4-n469","2"
"4-n47","6"
"4-n47","11"
"4-n470","11"
"4-n471","14"
"4-n472","4"
"4-n472","2"
"4-n473","14"
"4-n473","4"
"4-n474","0"
"4-n475","13"
"4-n475","1"
"4-n475m","13"
"4-n475m","1"
"4-n476","5"
"4-n476","8"
"4-n477","7"
"4-n478","14"
"4-n478","7"
"4-n479","12"
"4-n479","7"
"4-n479c","12"
"4-n479c","11"
"4-n479f","12"
"4-n479f","14"
"4-n479h","12"
"4-n479h","9"
"4-n479s","12"
"4-n479s","2"
"4-n479w","12"
"4-n479w","10"
"4-n48","6"
"4-n48","3"
"4-n480","13"
"4-n481","13"
"4-n482","13"
"4-n483","8"
"4-n483","15"
"4-n483o","8"
"4-n483o","15"
"4-n484","10"
"4-n484","15"
"4-n484o","10"
"4-n484o","15"
"4-n485","9"
"4-n485","8"
"4-n486","0"
"4-n487","7"
"4-n487","15"
"4-n487o","7"
"4-n487o","15"
"4-n488","13"
"4-n489","10"
"4-n49","6"
"4-n49","3"
"4-n490","10"
"4-n491","16"
"4-n492","11"
"4-n492s","11"
"4-n492s","2"
"4-n493","0"
"4-n494","13"
"4-n494","9"
"4-n495","11"
"4-n496","11"
"4-n497","11"
"4-n498","9"
"4-n499","9"
"4-n499","1"
"4-n5","9"
"4-n50","4"
"4-n500","9"
"4-n500","1"
"4-n501","10"
"4-n502","10"
"4-n503","10"
"4-n503h","10"
"4-n503h","16"
"4-n504","0"
"4-n505","0"
"4-n506","0"
"4-n507","0"
"4-n508","0"
"4-n509","16"
"4-n50a","4"
"4-n50a","8"
"4-n51","4"
"4-n510","16"
"4-n511","11"
"4-n512","11"
"4-n513","9"
"4-n514","9"
"4-n515","10"
"4-n516","10"
"4-n517","13"
"4-n518","13"
"4-n519","0"
"4-n519","2"
"4-n51a","4"
"4-n51a","8"
"4-n52","0"
"4-n520","0"
"4-n520","2"
"4-n521","0"
"4-n521","2"
"4-n522","12"
"4-n523","12"
"4-n524","5"
"4-n525","5"
"4-n526","5"
"4-n527","13"
"4-n527","2"
"4-n528","13"
"4-n528","2"
"4-n529","4"
"4-n52a","16"
"4-n52g","8"
"4-n53","0"
"4-n530","4"
"4-n530","8"
"4-n531","0"
"4-n531m","0"
"4-n531m","17"
"4-n532","1"
"4-n533","1"
"4-n534","1"
"4-n535","10"
"4-n536","10"
"4-n536","4"
"4-n537","10"
"4-n537","4"
"4-n538","1"
"4-n539","1"
"4-n53a","16"
"4-n54","10"
"4-n540","6"
"4-n540","11"
"4-n541","6"
"4-n541","11"
"4-n542","6"
"4-n542","11"
"4-n543","6"
"4-n543","3"
"4-n544","6"
"4-n544","3"
"4-n545","6"
"4-n545","3"
"4-n546","11"
"4-n546","17"
"4-n547","11"
"4-n547","17"
"4-n548","11"
"4-n549","11"
"4-n549h","11"
"4-n549h","1"
"4-n55","10"
"4-n550","10"
"4-n550f","10"
"4-n550w","10"
"4-n551","4"
"4-n551","16"
"4-n552","4"
"4-n552","16"
"4-n553","4"
"4-n553","16"
"4-n554","9"
"4-n554g","14"
"4-n555","9"
"4-n555f","9"
"4-n555f","13"
"4-n555g","14"
"4-n555h","14"
"4-n555h","9"
"4-n556","11"
"4-n557","6"
"4-n557","5"
"4-n558","6"
"4-n558","5"
"4-n559","16"
"4-n559","1"
"4-n56","1"
"4-n560","16"
"4-n560","1"
"4-n561","13"
"4-n561","2"
"4-n562","7"
"4-n562g","4"
"4-n562g","7"
"4-n563","7"
"4-n564","10"
"4-n564","5"
"4-n565","10"
"4-n565","5"
"4-n566","5"
"4-n566","2"
"4-n567","5"
"4-n567","2"
"4-n568","3"
"4-n569","3"
"4-n57","1"
"4-n570","16"
"4-n570h","0"
"4-n570h","7"
"4-n571","16"
"4-n571h","0"
"4-n571h","7"
"4-n572","0"
"4-n573","0"
"4-n574","13"
"4-n575","13"
"4-n576","13"
"4-n577","13"
"4-n578","13"
"4-n579","13"
"4-n58","9"
"4-n580","10"
"4-n580","2"
"4-n581","10"
"4-n581","2"
"4-n582","14"
"4-n583","14"
"4-n584","14"
"4-n585","0"
"4-n585","11"
"4-n586","0"
"4-n586","11"
"4-n587","12"
"4-n587","2"
"4-n588","6"
"4-n589","6"
"4-n589","8"
"4-n58h","9"
"4-n58h","5"
"4-n59","9"
"4-n590","11"
"4-n590","3"
"4-n591","11"
"4-n591","3"
"4-n592","10"
"4-n592","7"
"4-n593","10"
"4-n593","7"
"4-n594","10"
"4-n595","6"
"4-n595","12"
"4-n596","6"
"4-n596","12"
"4-n597","11"
"4-n597","8"
"4-n598","11"
"4-n598","8"
"4-n599","8"
"4-n59h","9"
"4-n59h","5"
"4-n6","9"
"4-n6","2"
"4-n60","10"
"4-n600","8"
"4-n601","8"
"4-n602","12"
"4-n603","12"
"4-n604","12"
"4-n605","13"
"4-n606","13"
"4-n607","7"
"4-n607","9"
"4-n608","7"
"4-n608","9"
"4-n609","7"
"4-n609","9"
"4-n61","10"
"4-n610","15"
"4-n611","15"
"4-n612","15"
"4-n613","14"
"4-n614","14"
"4-n615","14"
"4-n616","6"
"4-n617","6"
"4-n618","4"
"4-n618","12"
"4-n618g","4"
"4-n618g","8"
"4-n619","1"
"4-n62","10"
"4-n62","1"
"4-n620","1"
"4-n621","15"
"4-n622","4"
"4-n622","7"
"4-n623","4"
"4-n623","7"
"4-n624","16"
"4-n624","8"
"4-n625","16"
"4-n625","8"
"4-n626","0"
"4-n627","0"
"4-n627","2"
"4-n628","0"
"4-n628","2"
"4-n628h","13"
"4-n628h","2"
"4-n629","16"
"4-n629","2"
"4-n63","13"
"4-n630","16"
"4-n630","2"
"4-n631","9"
"4-n632","6"
"4-n632","8"
"4-n633","16"
"4-n633","15"
"4-n634","16"
"4-n634","15"
"4-n635","16"
"4-n635","15"
"4-n636","6"
"4-n636","9"
"4-n637","6"
"4-n637","9"
"4-n638","8"
"4-n638","1"
"4-n639","5"
"4-n639","1"
"4-n64","13"
"4-n640","11"
"4-n640","1"
"4-n641","2"
"4-n641a","2"
"4-n642","12"
"4-n642","2"
"4-n642a","12"
"4-n642a","2"
"4-n643","15"
"4-n643","9"
"4-n644","15"
"4-n644","12"
"4-n645","4"
"4-n645","2"
"4-n645a","4"
"4-n645a","2"
"4-n646","15"
"4-n646","14"
"4-n646b","15"
"4-n646b","14"
"4-n646w","15"
"4-n646w","14"
"4-n647","10"
"4-n647","1"
"4-n647k","10"
"4-n647k","1"
"4-n648","0"
"4-n648","13"
"4-n648f","0"
"4-n648f","1"
"4-n649","6"
"4-n649","8"
"4-n65","13"
"4-n650","11"
"4-n651","11"
"4-n652","11"
"4-n652","1"
"4-n653","9"
"4-n654","9"
"4-n655","9"
"4-n655","13"
"4-n656","10"
"4-n657","10"
"4-n658","10"
"4-n658","16"
"4-n658f","10"
"4-n658f","16"
"4-n659","0"
"4-n65m","13"
"4-n66","1"
"4-n660","0"
"4-n660","4"
"4-n661","0"
"4-n661","2"
"4-n662","9"
"4-n662","2"
"4-n663","9"
"4-n663","2"
"4-n664","6"
"4-n665","6"
"4-n666","6"
"4-n666","2"
"4-n667","9"
"4-n667","0"
"4-n668","9"
"4-n668","0"
"4-n669","17"
"4-n67","1"
"4-n670","17"
"4-n671","17"
"4-n672","11"
"4-n673","11"
"4-n674","1"
"4-n675","1"
"4-n675","16"
"4-n676","0"
"4-n677","13"
"4-n678","13"
"4-n678f","13"
"4-n679","8"
"4-n679","7"
"4-n68","1"
"4-n680","8"
"4-n680","7"
"4-n681","8"
"4-n681","7"
"4-n681b","8"
"4-n681b","7"
"4-n682","17"
"4-n683","17"
"4-n684","17"
"4-n685","17"
"4-n686","16"
"4-n686","13"
"4-n687","16"
"4-n687","13"
"4-n688","5"
"4-n688","10"
"4-n689","5"
"4-n689","10"
"4-n69","11"
"4-n69","3"
"4-n690","3"
"4-n690","10"
"4-n691","3"
"4-n691","15"
"4-n692","10"
"4-n693","10"
"4-n694","12"
"4-n694","0"
"4-n695","12"
"4-n695","0"
"4-n696","5"
"4-n696","15"
"4-n697","5"
"4-n697","15"
"4-n698","5"
"4-n698","14"
"4-n699","5"
"4-n699","14"
"4-n6x","9"
"4-n6x","15"
"4-n6y","9"
"4-n6y","2"
"4-n7","10"
"4-n70","11"
"4-n70","3"
"4-n700","17"
"4-n701","1"
"4-n701","2"
"4-n702","12"
"4-n702","17"
"4-n703","5"
"4-n703","17"
"4-n704","15"
"4-n705","15"
"4-n705h","8"
"4-n705h","15"
"4-n706","15"
"4-n706h","8"
"4-n706h","15"
"4-n707","8"
"4-n707","17"
"4-n708","7"
"4-n708","11"
"4-n709","7"
"4-n709","11"
"4-n71","11"
"4-n71","3"
"4-n710","7"
"4-n710","11"
"4-n710k","7"
"4-n710k","11"
"4-n710l","7"
"4-n710l","11"
"4-n710s","7"
"4-n710s","11"
"4-n711","7"
"4-n711","11"
"4-n711k","7"
"4-n711k","11"
"4-n711l","7"
"4-n711l","11"
"4-n711s","7"
"4-n711s","11"
"4-n712","14"
"4-n713","14"
"4-n713h","14"
"4-n713h","5"
"4-n714","2"
"4-n714","15"
"4-n715","2"
"4-n715","15"
"4-n716","17"
"4-n717","16"
"4-n717","2"
"4-n718","15"
"4-n718","4"
"4-n718c","15"
"4-n718c","4"
"4-n718t","15"
"4-n718t","4"
"4-n719","5"
"4-n719","17"
"4-n719m","5"
"4-n719m","17"
"4-n72","10"
"4-n72","3"
"4-n720","13"
"4-n720","7"
"4-n720u","13"
"4-n720u","16"
"4-n721","9"
"4-n721","10"
"4-n722","11"
"4-n722","2"
"4-n723","11"
"4-n723","2"
"4-n724","11"
"4-n724","7"
"4-n724h","11"
"4-n724h","1"
"4-n725","9"
"4-n726","9"
"4-n727","9"
"4-n727","16"
"4-n728","10"
"4-n729","10"
"4-n73","10"
"4-n73","3"
"4-n730","10"
"4-n730","17"
"4-n731","0"
"4-n731","2"
"4-n732","0"
"4-n732","2"
"4-n733","0"
"4-n733","2"
"4-n734","0"
"4-n735","0"
"4-n736","6"
"4-n737","6"
"4-n737","12"
"4-n738","6"
"4-n738","12"
"4-n739","1"
"4-n74","5"
"4-n74","4"
"4-n740","1"
"4-n740","14"
"4-n741","9"
"4-n741","2"
"4-n741f","13"
"4-n741f","2"
"4-n741m","7"
"4-n741m","2"
"4-n741p","12"
"4-n741p","2"
"4-n742","6"
"4-n742","17"
"4-n743","6"
"4-n743","17"
"4-n744","5"
"4-n745","5"
"4-n745d","5"
"4-n745f","5"
"4-n746","10"
"4-n746f","10"
"4-n747","3"
"4-n747","10"
"4-n748","3"
"4-n748","10"
"4-n749","4"
"4-n74a","5"
"4-n74a","12"
"4-n75","5"
"4-n75","4"
"4-n750","4"
"4-n751","10"
"4-n751","6"
"4-n752","10"
"4-n752","6"
"4-n753","11"
"4-n754","11"
"4-n755","11"
"4-n755","17"
"4-n756","11"
"4-n756","17"
"4-n757","3"
"4-n757","9"
"4-n758","3"
"4-n758","9"
"4-n759","0"
"4-n759","1"
"4-n75a","5"
"4-n75a","12"
"4-n76","5"
"4-n76","4"
"4-n760","0"
"4-n760","1"
"4-n761","11"
"4-n762","11"
"4-n763","11"
"4-n764","17"
"4-n765","0"
"4-n765","13"
"4-n766","1"
"4-n767","6"
"4-n767","10"
"4-n768","6"
"4-n768","10"
"4-n769","7"
"4-n769","4"
"4-n76a","5"
"4-n76a","12"
"4-n77","9"
"4-n770","7"
"4-n770","4"
"4-n771","10"
"4-n772","0"
"4-n773","0"
"4-n774","5"
"4-n774","2"
"4-n774f","5"
"4-n774f","2"
"4-n775","0"
"4-n776","9"
"4-n776","15"
"4-n777","12"
"4-n777","8"
"4-n778","7"
"4-n778","17"
"4-n779","10"
"4-n779","13"
"4-n77g","13"
"4-n78","9"
"4-n780","0"
"4-n780","15"
"4-n781","7"
"4-n781","11"
"4-n782","15"
"4-n783","15"
"4-n783","1"
"4-n784","15"
"4-n784","1"
"4-n785","12"
"4-n785","17"
"4-n786","13"
"4-n786","17"
"4-n787","11"
"4-n787","17"
"4-n788","10"
"4-n788","17"
"4-n789","13"
"4-n78g","13"
"4-n78g","17"
"4-n79","10"
"4-n79","13"
"4-n790","13"
"4-n791","13"
"4-n791","8"
"4-n792","13"
"4-n792","7"
"4-n793","5"
"4-n793","3"
"4-n794","6"
"4-n794","1"
"4-n795","6"
"4-n795","1"
"4-n796","12"
"4-n797","8"
"4-n797","2"
"4-n798","11"
"4-n798","8"
"4-n799","16"
"4-n799","15"
"4-n79g","13"
"4-n8","10"
"4-n80","10"
"4-n80","13"
"4-n800","13"
"4-n800m","13"
"4-n800m","7"
"4-n800s","13"
"4-n800s","8"
"4-n800u","13"
"4-n800u","15"
"4-n801","8"
"4-n801","17"
"4-n802","1"
"4-n802","7"
"4-n803","3"
"4-n804","3"
"4-n804","15"
"4-n805","5"
"4-n805","8"
"4-n806","9"
"4-n806","7"
"4-n807","12"
"4-n808","8"
"4-n809","8"
"4-n80g","3"
"4-n80g","13"
"4-n80m","10"
"4-n80m","13"
"4-n81","12"
"4-n81","8"
"4-n810","11"
"4-n811","11"
"4-n812","11"
"4-n813","9"
"4-n814","9"
"4-n815","9"
"4-n816","10"
"4-n817","10"
"4-n818","10"
"4-n819","0"
"4-n82","12"
"4-n82","8"
"4-n820","0"
"4-n821","2"
"4-n822","2"
"4-n823","2"
"4-n823","8"
"4-n824","6"
"4-n825","6"
"4-n825","13"
"4-n826","6"
"4-n826","13"
"4-n827","16"
"4-n828","16"
"4-n829","11"
"4-n83","0"
"4-n83","2"
"4-n830","11"
"4-n831","0"
"4-n832","0"
"4-n833","10"
"4-n834","10"
"4-n834","5"
"4-n835","12"
"4-n836","12"
"4-n837","5"
"4-n838","5"
"4-n838","9"
"4-n839","5"
"4-n839","9"
"4-n83g","1"
"4-n84","0"
"4-n84","2"
"4-n840","11"
"4-n840","15"
