"pokemonId","localLanguageId","name","formName"
"4-n114-2","2","Tangela",""
"4-n115-1","1","ガルーラ",""
"4-n115-2","2","Kangaskhan",""
"4-n115m-1","1","メガガルーラ",""
"4-n115m-2","2","Kangaskhan",""
"4-n116-1","1","タッツー",""
"4-n116-2","2","Horsea",""
"4-n117-1","1","シードラ",""
"4-n117-2","2","Seadra",""
"4-n118-1","1","トサキント",""
"4-n118-2","2","Goldeen",""
"4-n119-1","1","アズマオウ",""
"4-n119-2","2","Seaking",""
"4-n12-1","1","バタフリー",""
"4-n12-2","2","Butterfree",""
"4-n120-1","1","ヒトデマン",""
"4-n120-2","2","Staryu",""
"4-n121-1","1","スターミー",""
"4-n121-2","2","Starmie",""
"4-n122-1","1","バリヤード",""
"4-n122-2","2","Mr. Mime",""
"4-n122g-1","1","バリヤード",""
"4-n122g-2","2","Mr. Mime",""
"4-n123-1","1","ストライク",""
"4-n123-2","2","Scyther",""
"4-n124-1","1","ルージュラ",""
"4-n124-2","2","Jynx",""
"4-n125-1","1","エレブー",""
"4-n125-2","2","Electabuzz",""
"4-n126-1","1","ブーバー",""
"4-n126-2","2","Magmar",""
"4-n127-1","1","カイロス",""
"4-n127-2","2","Pinsir",""
"4-n127m-1","1","メガカイロス",""
"4-n127m-2","2","Pinsir",""
"4-n128-1","1","ケンタロス",""
"4-n128-2","2","Tauros",""
"4-n128a-1","1","ケンタロス",""
"4-n128a-2","2","Tauros",""
"4-n128b-1","1","ケンタロス",""
"4-n128b-2","2","Tauros",""
"4-n128c-1","1","ケンタロス",""
"4-n128c-2","2","Tauros",""
"4-n129-1","1","コイキング",""
"4-n129-2","2","Magikarp",""
"4-n13-1","1","ビードル",""
"4-n13-2","2","Weedle",""
"4-n130-1","1","ギャラドス",""
"4-n130-2","2","Gyarados",""
"4-n130m-1","1","メガギャラドス",""
"4-n130m-2","2","Gyarados",""
"4-n131-1","1","ラプラス",""
"4-n131-2","2","Lapras",""
"4-n132-1","1","メタモン",""
"4-n132-2","2","Ditto",""
"4-n133-1","1","イーブイ",""
"4-n133-2","2","Eevee",""
"4-n134-1","1","シャワーズ",""
"4-n134-2","2","Vaporeon",""
"4-n135-1","1","サンダース",""
"4-n135-2","2","Jolteon",""
"4-n136-1","1","ブースター",""
"4-n136-2","2","Flareon",""
"4-n137-1","1","ポリゴン",""
"4-n137-2","2","Porygon",""
"4-n138-1","1","オムナイト",""
"4-n138-2","2","Omanyte",""
"4-n139-1","1","オムスター",""
"4-n139-2","2","Omastar",""
"4-n14-1","1","コクーン",""
"4-n14-2","2","Kakuna",""
"4-n140-1","1","カブト",""
"4-n140-2","2","Kabuto",""
"4-n141-1","1","カブトプス",""
"4-n141-2","2","Kabutops",""
"4-n142-1","1","プテラ",""
"4-n142-2","2","Aerodactyl",""
"4-n142m-1","1","メガプテラ",""
"4-n142m-2","2","Aerodactyl",""
"4-n143-1","1","カビゴン",""
"4-n143-2","2","Snorlax",""
"4-n144-1","1","フリーザー",""
"4-n144-2","2","Articuno",""
"4-n144g-1","1","フリーザー",""
"4-n144g-2","2","Articuno",""
"4-n145-1","1","サンダー",""
"4-n145-2","2","Zapdos",""
"4-n145g-1","1","サンダー",""
"4-n145g-2","2","Zapdos",""
"4-n146-1","1","ファイヤー",""
"4-n146-2","2","Moltres",""
"4-n146g-1","1","ファイヤー",""
"4-n146g-2","2","Moltres",""
"4-n147-1","1","ミニリュウ",""
"4-n147-2","2","Dratini",""
"4-n148-1","1","ハクリュー",""
"4-n148-2","2","Dragonair",""
"4-n149-1","1","カイリュー",""
"4-n149-2","2","Dragonite",""
"4-n15-1","1","スピアー",""
"4-n15-2","2","Beedrill",""
"4-n150-1","1","ミュウツー",""
"4-n150-2","2","Mewtwo",""
"4-n150x-1","1","メガミュウツーX",""
"4-n150x-2","2","Mewtwo",""
"4-n150y-1","1","メガミュウツーY",""
"4-n150y-2","2","Mewtwo",""
"4-n151-1","1","ミュウ",""
"4-n151-2","2","Mew",""
"4-n152-1","1","チコリータ",""
"4-n152-2","2","Chikorita",""
"4-n153-1","1","ベイリーフ",""
"4-n153-2","2","Bayleef",""
"4-n154-1","1","メガニウム",""
"4-n154-2","2","Meganium",""
"4-n155-1","1","ヒノアラシ",""
"4-n155-2","2","Cyndaquil",""
"4-n156-1","1","マグマラシ",""
"4-n156-2","2","Quilava",""
"4-n157-1","1","バクフーン",""
"4-n157-2","2","Typhlosion",""
"4-n157h-1","1","バクフーン",""
"4-n157h-2","2","Typhlosion",""
"4-n158-1","1","ワニノコ",""
"4-n158-2","2","Totodile",""
"4-n159-1","1","アリゲイツ",""
"4-n159-2","2","Croconaw",""
"4-n15m-1","1","メガスピアー",""
"4-n15m-2","2","Beedrill",""
"4-n16-1","1","ポッポ",""
"4-n16-2","2","Pidgey",""
"4-n160-1","1","オーダイル",""
"4-n160-2","2","Feraligatr",""
"4-n161-1","1","オタチ",""
"4-n161-2","2","Sentret",""
"4-n162-1","1","オオタチ",""
"4-n162-2","2","Furret",""
"4-n163-1","1","ホーホー",""
"4-n163-2","2","Hoothoot",""
"4-n164-1","1","ヨルノズク",""
"4-n164-2","2","Noctowl",""
"4-n165-1","1","レディバ",""
"4-n165-2","2","Ledyba",""
"4-n166-1","1","レディアン",""
"4-n166-2","2","Ledian",""
"4-n167-1","1","イトマル",""
"4-n167-2","2","Spinarak",""
"4-n168-1","1","アリアドス",""
"4-n168-2","2","Ariados",""
"4-n169-1","1","クロバット",""
"4-n169-2","2","Crobat",""
"4-n17-1","1","ピジョン",""
"4-n17-2","2","Pidgeotto",""
"4-n170-1","1","チョンチー",""
"4-n170-2","2","Chinchou",""
"4-n171-1","1","ランターン",""
"4-n171-2","2","Lanturn",""
"4-n172-1","1","ピチュー",""
"4-n172-2","2","Pichu",""
"4-n173-1","1","ピィ",""
"4-n173-2","2","Cleffa",""
"4-n174-1","1","ププリン",""
"4-n174-2","2","Igglybuff",""
"4-n175-1","1","トゲピー",""
"4-n175-2","2","Togepi",""
"4-n176-1","1","トゲチック",""
"4-n176-2","2","Togetic",""
"4-n177-1","1","ネイティ",""
"4-n177-2","2","Natu",""
"4-n178-1","1","ネイティオ",""
"4-n178-2","2","Xatu",""
"4-n179-1","1","メリープ",""
"4-n179-2","2","Mareep",""
"4-n18-1","1","ピジョット",""
"4-n18-2","2","Pidgeot",""
"4-n180-1","1","モココ",""
"4-n180-2","2","Flaaffy",""
"4-n181-1","1","デンリュウ",""
"4-n181-2","2","Ampharos",""
"4-n181m-1","1","メガデンリュウ",""
"4-n181m-2","2","Ampharos",""
"4-n182-1","1","キレイハナ",""
"4-n182-2","2","Bellossom",""
"4-n183-1","1","マリル",""
"4-n183-2","2","Marill",""
"4-n184-1","1","マリルリ",""
"4-n184-2","2","Azumarill",""
"4-n185-1","1","ウソッキー",""
"4-n185-2","2","Sudowoodo",""
"4-n186-1","1","ニョロトノ",""
"4-n186-2","2","Politoed",""
"4-n187-1","1","ハネッコ",""
"4-n187-2","2","Hoppip",""
"4-n188-1","1","ポポッコ",""
"4-n188-2","2","Skiploom",""
"4-n189-1","1","ワタッコ",""
"4-n189-2","2","Jumpluff",""
"4-n18m-1","1","メガピジョット",""
"4-n18m-2","2","Pidgeot",""
"4-n19-1","1","コラッタ",""
"4-n19-2","2","Rattata",""
"4-n190-1","1","エイパム",""
"4-n190-2","2","Aipom",""
"4-n191-1","1","ヒマナッツ",""
"4-n191-2","2","Sunkern",""
"4-n192-1","1","キマワリ",""
"4-n192-2","2","Sunflora",""
"4-n193-1","1","ヤンヤンマ",""
"4-n193-2","2","Yanma",""
"4-n194-1","1","ウパー",""
"4-n194-2","2","Wooper",""
"4-n194p-1","1","ウパー",""
"4-n194p-2","2","Wooper",""
"4-n195-1","1","ヌオー",""
"4-n195-2","2","Quagsire",""
"4-n196-1","1","エーフィ",""
"4-n196-2","2","Espeon",""
"4-n197-1","1","ブラッキー",""
"4-n197-2","2","Umbreon",""
"4-n198-1","1","ヤミカラス",""
"4-n198-2","2","Murkrow",""
"4-n199-1","1","ヤドキング",""
"4-n199-2","2","Slowking",""
"4-n199g-1","1","ヤドキング",""
"4-n199g-2","2","Slowking",""
"4-n19a-1","1","コラッタ",""
"4-n19a-2","2","Rattata",""
"4-n2-1","1","フシギソウ",""
"4-n2-2","2","Ivysaur",""
"4-n20-1","1","ラッタ",""
"4-n20-2","2","Raticate",""
"4-n200-1","1","ムウマ",""
"4-n200-2","2","Misdreavus",""
"4-n201-1","1","アンノーン",""
"4-n201-2","2","Unown",""
"4-n202-1","1","ソーナンス",""
"4-n202-2","2","Wobbuffet",""
"4-n203-1","1","キリンリキ",""
"4-n203-2","2","Girafarig",""
"4-n204-1","1","クヌギダマ",""
"4-n204-2","2","Pineco",""
"4-n205-1","1","フォレトス",""
"4-n205-2","2","Forretress",""
"4-n206-1","1","ノコッチ",""
"4-n206-2","2","Dunsparce",""
"4-n207-1","1","グライガー",""
"4-n207-2","2","Gligar",""
"4-n208-1","1","ハガネール",""
"4-n208-2","2","Steelix",""
"4-n208m-1","1","メガハガネール",""
"4-n208m-2","2","Steelix",""
"4-n209-1","1","ブルー",""
"4-n209-2","2","Snubbull",""
"4-n20a-1","1","ラッタ",""
"4-n20a-2","2","Raticate",""
"4-n21-1","1","オニスズメ",""
"4-n21-2","2","Spearow",""
"4-n210-1","1","グランブル",""
"4-n210-2","2","Granbull",""
"4-n211-1","1","ハリーセン",""
"4-n211-2","2","Qwilfish",""
"4-n211h-1","1","ハリーセン",""
"4-n211h-2","2","Qwilfish",""
"4-n212-1","1","ハッサム",""
"4-n212-2","2","Scizor",""
"4-n212m-1","1","メガハッサム",""
"4-n212m-2","2","Scizor",""
"4-n213-1","1","ツボツボ",""
"4-n213-2","2","Shuckle",""
"4-n214-1","1","ヘラクロス",""
"4-n214-2","2","Heracross",""
"4-n214m-1","1","メガヘラクロス",""
"4-n214m-2","2","Heracross",""
"4-n215-1","1","ニューラ",""
"4-n215-2","2","Sneasel",""
"4-n215h-1","1","ニューラ",""
"4-n215h-2","2","Sneasel",""
"4-n216-1","1","ヒメグマ",""
"4-n216-2","2","Teddiursa",""
"4-n217-1","1","リングマ",""
"4-n217-2","2","Ursaring",""
"4-n218-1","1","マグマッグ",""
"4-n218-2","2","Slugma",""
"4-n219-1","1","マグカルゴ",""
"4-n219-2","2","Magcargo",""
"4-n22-1","1","オニドリル",""
"4-n22-2","2","Fearow",""
"4-n220-1","1","ウリムー",""
"4-n220-2","2","Swinub",""
"4-n221-1","1","イノムー",""
"4-n221-2","2","Piloswine",""
"4-n222-1","1","サニーゴ",""
"4-n222-2","2","Corsola",""
"4-n222g-1","1","サニーゴ",""
"4-n222g-2","2","Corsola",""
"4-n223-1","1","テッポウオ",""
"4-n223-2","2","Remoraid",""
"4-n224-1","1","オクタン",""
"4-n224-2","2","Octillery",""
"4-n225-1","1","デリバード",""
"4-n225-2","2","Delibird",""
"4-n226-1","1","マンタイン",""
"4-n226-2","2","Mantine",""
"4-n227-1","1","エアームド",""
"4-n227-2","2","Skarmory",""
"4-n228-1","1","デルビル",""
"4-n228-2","2","Houndour",""
"4-n229-1","1","ヘルガー",""
"4-n229-2","2","Houndoom",""
"4-n229m-1","1","メガヘルガー",""
"4-n229m-2","2","Houndoom",""
"4-n23-1","1","アーボ",""
"4-n23-2","2","Ekans",""
"4-n230-1","1","キングドラ",""
"4-n230-2","2","Kingdra",""
"4-n231-1","1","ゴマゾウ",""
"4-n231-2","2","Phanpy",""
"4-n232-1","1","ドンファン",""
"4-n232-2","2","Donphan",""
"4-n233-1","1","ポリゴン2",""
"4-n233-2","2","Porygon2",""
"4-n234-1","1","オドシシ",""
"4-n234-2","2","Stantler",""
"4-n235-1","1","ドーブル",""
"4-n235-2","2","Smeargle",""
"4-n236-1","1","バルキー",""
"4-n236-2","2","Tyrogue",""
"4-n237-1","1","カポエラー",""
"4-n237-2","2","Hitmontop",""
"4-n238-1","1","ムチュール",""
"4-n238-2","2","Smoochum",""
"4-n239-1","1","エレキッド",""
"4-n239-2","2","Elekid",""
"4-n24-1","1","アーボック",""
"4-n24-2","2","Arbok",""
"4-n240-1","1","ブビィ",""
"4-n240-2","2","Magby",""
"4-n241-1","1","ミルタンク",""
"4-n241-2","2","Miltank",""
"4-n242-1","1","ハピナス",""
"4-n242-2","2","Blissey",""
"4-n243-1","1","ライコウ",""
"4-n243-2","2","Raikou",""
"4-n244-1","1","エンテイ",""
"4-n244-2","2","Entei",""
"4-n245-1","1","スイクン",""
"4-n245-2","2","Suicune",""
"4-n246-1","1","ヨーギラス",""
"4-n246-2","2","Larvitar",""
"4-n247-1","1","サナギラス",""
"4-n247-2","2","Pupitar",""
"4-n248-1","1","バンギラス",""
"4-n248-2","2","Tyranitar",""
"4-n248m-1","1","メガバンギラス",""
"4-n248m-2","2","Tyranitar",""
"4-n249-1","1","ルギア",""
"4-n249-2","2","Lugia",""
"4-n25-1","1","ピカチュウ",""
"4-n25-2","2","Pikachu",""
"4-n250-1","1","ホウオウ",""
"4-n250-2","2","Ho-Oh",""
"4-n251-1","1","セレビィ",""
"4-n251-2","2","Celebi",""
"4-n252-1","1","キモリ",""
"4-n252-2","2","Treecko",""
"4-n253-1","1","ジュプトル",""
"4-n253-2","2","Grovyle",""
"4-n254-1","1","ジュカイン",""
"4-n254-2","2","Sceptile",""
"4-n254m-1","1","メガジュカイン",""
"4-n254m-2","2","Sceptile",""
"4-n255-1","1","アチャモ",""
"4-n255-2","2","Torchic",""
"4-n256-1","1","ワカシャモ",""
"4-n256-2","2","Combusken",""
"4-n257-1","1","バシャーモ",""
"4-n257-2","2","Blaziken",""
"4-n257m-1","1","メガバシャーモ",""
"4-n257m-2","2","Blaziken",""
"4-n258-1","1","ミズゴロウ",""
"4-n258-2","2","Mudkip",""
"4-n259-1","1","ヌマクロー",""
"4-n259-2","2","Marshtomp",""
"4-n26-1","1","ライチュウ",""
"4-n26-2","2","Raichu",""
"4-n260-1","1","ラグラージ",""
"4-n260-2","2","Swampert",""
"4-n260m-1","1","メガラグラージ",""
"4-n260m-2","2","Swampert",""
"4-n261-1","1","ポチエナ",""
"4-n261-2","2","Poochyena",""
"4-n262-1","1","グラエナ",""
"4-n262-2","2","Mightyena",""
"4-n263-1","1","ジグザグマ",""
"4-n263-2","2","Zigzagoon",""
"4-n263g-1","1","ジグザグマ",""
"4-n263g-2","2","Zigzagoon",""
"4-n264-1","1","マッスグマ",""
"4-n264-2","2","Linoone",""
"4-n264g-1","1","マッスグマ",""
"4-n264g-2","2","Linoone",""
"4-n265-1","1","ケムッソ",""
"4-n265-2","2","Wurmple",""
"4-n266-1","1","カラサリス",""
"4-n266-2","2","Silcoon",""
"4-n267-1","1","アゲハント",""
"4-n267-2","2","Beautifly",""
"4-n268-1","1","マユルド",""
"4-n268-2","2","Cascoon",""
"4-n269-1","1","ドクケイル",""
"4-n269-2","2","Dustox",""
"4-n26a-1","1","ライチュウ",""
"4-n26a-2","2","Raichu",""
"4-n27-1","1","サンド",""
"4-n27-2","2","Sandshrew",""
"4-n270-1","1","ハスボー",""
"4-n270-2","2","Lotad",""
"4-n271-1","1","ハスブレロ",""
"4-n271-2","2","Lombre",""
"4-n272-1","1","ルンパッパ",""
"4-n272-2","2","Ludicolo",""
"4-n273-1","1","タネボー",""
"4-n273-2","2","Seedot",""
"4-n274-1","1","コノハナ",""
"4-n274-2","2","Nuzleaf",""
"4-n275-1","1","ダーテング",""
"4-n275-2","2","Shiftry",""
"4-n276-1","1","スバメ",""
"4-n276-2","2","Taillow",""
"4-n277-1","1","オオスバメ",""
"4-n277-2","2","Swellow",""
"4-n278-1","1","キャモメ",""
"4-n278-2","2","Wingull",""
"4-n279-1","1","ペリッパー",""
"4-n279-2","2","Pelipper",""
"4-n27a-1","1","サンド",""
"4-n27a-2","2","Sandshrew",""
"4-n28-1","1","サンドパン",""
"4-n28-2","2","Sandslash",""
"4-n280-1","1","ラルトス",""
"4-n280-2","2","Ralts",""
"4-n281-1","1","キルリア",""
"4-n281-2","2","Kirlia",""
"4-n282-1","1","サーナイト",""
"4-n282-2","2","Gardevoir",""
"4-n282m-1","1","メガサーナイト",""
"4-n282m-2","2","Gardevoir",""
"4-n283-1","1","アメタマ",""
"4-n283-2","2","Surskit",""
"4-n284-1","1","アメモース",""
"4-n284-2","2","Masquerain",""
"4-n285-1","1","キノココ",""
"4-n285-2","2","Shroomish",""
"4-n286-1","1","キノガッサ",""
"4-n286-2","2","Breloom",""
"4-n287-1","1","ナマケロ",""
"4-n287-2","2","Slakoth",""
"4-n288-1","1","ヤルキモノ",""
"4-n288-2","2","Vigoroth",""
"4-n289-1","1","ケッキング",""
"4-n289-2","2","Slaking",""
"4-n28a-1","1","サンドパン",""
"4-n28a-2","2","Sandslash",""
"4-n29-1","1","ニドラン♀",""
"4-n29-2","2","Nidoran♀",""
"4-n290-1","1","ツチニン",""
"4-n290-2","2","Nincada",""
"4-n291-1","1","テッカニン",""
"4-n291-2","2","Ninjask",""
"4-n292-1","1","ヌケニン",""
"4-n292-2","2","Shedinja",""
"4-n293-1","1","ゴニョニョ",""
"4-n293-2","2","Whismur",""
"4-n294-1","1","ドゴーム",""
"4-n294-2","2","Loudred",""
"4-n295-1","1","バクオング",""
"4-n295-2","2","Exploud",""
"4-n296-1","1","マクノシタ",""
"4-n296-2","2","Makuhita",""
"4-n297-1","1","ハリテヤマ",""
"4-n297-2","2","Hariyama",""
"4-n298-1","1","ルリリ",""
"4-n298-2","2","Azurill",""
"4-n299-1","1","ノズパス",""
"4-n299-2","2","Nosepass",""
"4-n3-1","1","フシギバナ",""
"4-n3-2","2","Venusaur",""
"4-n30-1","1","ニドリーナ",""
"4-n30-2","2","Nidorina",""
"4-n300-1","1","エネコ",""
"4-n300-2","2","Skitty",""
"4-n301-1","1","エネコロロ",""
"4-n301-2","2","Delcatty",""
"4-n302-1","1","ヤミラミ",""
"4-n302-2","2","Sableye",""
"4-n302m-1","1","メガヤミラミ",""
"4-n302m-2","2","Sableye",""
"4-n303-1","1","クチート",""
"4-n303-2","2","Mawile",""
"4-n303m-1","1","メガクチート",""
"4-n303m-2","2","Mawile",""
"4-n304-1","1","ココドラ",""
"4-n304-2","2","Aron",""
"4-n305-1","1","コドラ",""
"4-n305-2","2","Lairon",""
"4-n306-1","1","ボスゴドラ",""
"4-n306-2","2","Aggron",""
"4-n306m-1","1","メガボスゴドラ",""
"4-n306m-2","2","Aggron",""
"4-n307-1","1","アサナン",""
"4-n307-2","2","Meditite",""
"4-n308-1","1","チャーレム",""
"4-n308-2","2","Medicham",""
"4-n308m-1","1","メガチャーレム",""
"4-n308m-2","2","Medicham",""
"4-n309-1","1","ラクライ",""
"4-n309-2","2","Electrike",""
"4-n31-1","1","ニドクイン",""
"4-n31-2","2","Nidoqueen",""
"4-n310-1","1","ライボルト",""
"4-n310-2","2","Manectric",""
"4-n310m-1","1","メガライボルト",""
"4-n310m-2","2","Manectric",""
"4-n311-1","1","プラスル",""
"4-n311-2","2","Plusle",""
"4-n312-1","1","マイナン",""
"4-n312-2","2","Minun",""
"4-n313-1","1","バルビート",""
"4-n313-2","2","Volbeat",""
"4-n314-1","1","イルミーゼ",""
"4-n314-2","2","Illumise",""
"4-n315-1","1","ロゼリア",""
"4-n315-2","2","Roselia",""
"4-n316-1","1","ゴクリン",""
"4-n316-2","2","Gulpin",""
"4-n317-1","1","マルノーム",""
"4-n317-2","2","Swalot",""
"4-n318-1","1","キバニア",""
"4-n318-2","2","Carvanha",""
"4-n319-1","1","サメハダー",""
"4-n319-2","2","Sharpedo",""
"4-n319m-1","1","メガサメハダー",""
"4-n319m-2","2","Sharpedo",""
"4-n32-1","1","ニドラン♂",""
"4-n32-2","2","Nidoran♂",""
"4-n320-1","1","ホエルコ",""
"4-n320-2","2","Wailmer",""
"4-n321-1","1","ホエルオー",""
"4-n321-2","2","Wailord",""
"4-n322-1","1","ドンメル",""
"4-n322-2","2","Numel",""
"4-n323-1","1","バクーダ",""
"4-n323-2","2","Camerupt",""
"4-n323m-1","1","メガバクーダ",""
"4-n323m-2","2","Camerupt",""
"4-n324-1","1","コータス",""
"4-n324-2","2","Torkoal",""
"4-n325-1","1","バネブー",""
"4-n325-2","2","Spoink",""
"4-n326-1","1","ブーピッグ",""
"4-n326-2","2","Grumpig",""
"4-n327-1","1","パッチール",""
"4-n327-2","2","Spinda",""
"4-n328-1","1","ナックラー",""
"4-n328-2","2","Trapinch",""
"4-n329-1","1","ビブラーバ",""
"4-n329-2","2","Vibrava",""
"4-n33-1","1","ニドリーノ",""
"4-n33-2","2","Nidorino",""
"4-n330-1","1","フライゴン",""
"4-n330-2","2","Flygon",""
"4-n331-1","1","サボネア",""
"4-n331-2","2","Cacnea",""
"4-n332-1","1","ノクタス",""
"4-n332-2","2","Cacturne",""
"4-n333-1","1","チルット",""
"4-n333-2","2","Swablu",""
"4-n334-1","1","チルタリス",""
"4-n334-2","2","Altaria",""
"4-n334m-1","1","メガチルタリス",""
"4-n334m-2","2","Altaria",""
"4-n335-1","1","ザングース",""
"4-n335-2","2","Zangoose",""
"4-n336-1","1","ハブネーク",""
"4-n336-2","2","Seviper",""
"4-n337-1","1","ルナトーン",""
"4-n337-2","2","Lunatone",""
"4-n338-1","1","ソルロック",""
"4-n338-2","2","Solrock",""
"4-n339-1","1","ドジョッチ",""
"4-n339-2","2","Barboach",""
"4-n34-1","1","ニドキング",""
"4-n34-2","2","Nidoking",""
"4-n340-1","1","ナマズン",""
"4-n340-2","2","Whiscash",""
"4-n341-1","1","ヘイガニ",""
"4-n341-2","2","Corphish",""
"4-n342-1","1","シザリガー",""
"4-n342-2","2","Crawdaunt",""
"4-n343-1","1","ヤジロン",""
"4-n343-2","2","Baltoy",""
"4-n344-1","1","ネンドール",""
"4-n344-2","2","Claydol",""
"4-n345-1","1","リリーラ",""
"4-n345-2","2","Lileep",""
"4-n346-1","1","ユレイドル",""
"4-n346-2","2","Cradily",""
"4-n347-1","1","アノプス",""
"4-n347-2","2","Anorith",""
"4-n348-1","1","アーマルド",""
"4-n348-2","2","Armaldo",""
"4-n349-1","1","ヒンバス",""
"4-n349-2","2","Feebas",""
"4-n35-1","1","ピッピ",""
"4-n35-2","2","Clefairy",""
"4-n350-1","1","ミロカロス",""
"4-n350-2","2","Milotic",""
"4-n351-1","1","ポワルン",""
"4-n351-2","2","Castform",""
"4-n352-1","1","カクレオン",""
"4-n352-2","2","Kecleon",""
"4-n353-1","1","カゲボウズ",""
"4-n353-2","2","Shuppet",""
"4-n354-1","1","ジュペッタ",""
"4-n354-2","2","Banette",""
"4-n354m-1","1","メガジュペッタ",""
"4-n354m-2","2","Banette",""
"4-n355-1","1","ヨマワル",""
"4-n355-2","2","Duskull",""
"4-n356-1","1","サマヨール",""
"4-n356-2","2","Dusclops",""
"4-n357-1","1","トロピウス",""
"4-n357-2","2","Tropius",""
"4-n358-1","1","チリーン",""
"4-n358-2","2","Chimecho",""
"4-n359-1","1","アブソル",""
"4-n359-2","2","Absol",""
"4-n359m-1","1","メガアブソル",""
"4-n359m-2","2","Absol",""
"4-n36-1","1","ピクシー",""
"4-n36-2","2","Clefable",""
"4-n360-1","1","ソーナノ",""
"4-n360-2","2","Wynaut",""
"4-n361-1","1","ユキワラシ",""
"4-n361-2","2","Snorunt",""
"4-n362-1","1","オニゴーリ",""
"4-n362-2","2","Glalie",""
"4-n362m-1","1","メガオニゴーリ",""
"4-n362m-2","2","Glalie",""
"4-n363-1","1","タマザラシ",""
"4-n363-2","2","Spheal",""
"4-n364-1","1","トドグラー",""
"4-n364-2","2","Sealeo",""
"4-n365-1","1","トドゼルガ",""
"4-n365-2","2","Walrein",""
"4-n366-1","1","パールル",""
"4-n366-2","2","Clamperl",""
"4-n367-1","1","ハンテール",""
"4-n367-2","2","Huntail",""
"4-n368-1","1","サクラビス",""
"4-n368-2","2","Gorebyss",""
"4-n369-1","1","ジーランス",""
"4-n369-2","2","Relicanth",""
"4-n37-1","1","ロコン",""
"4-n37-2","2","Vulpix",""
"4-n370-1","1","ラブカス",""
"4-n370-2","2","Luvdisc",""
"4-n371-1","1","タツベイ",""
"4-n371-2","2","Bagon",""
"4-n372-1","1","コモルー",""
"4-n372-2","2","Shelgon",""
"4-n373-1","1","ボーマンダ",""
"4-n373-2","2","Salamence",""
"4-n373m-1","1","メガボーマンダ",""
"4-n373m-2","2","Salamence",""
"4-n374-1","1","ダンバル",""
"4-n374-2","2","Beldum",""
"4-n375-1","1","メタング",""
"4-n375-2","2","Metang",""
"4-n376-1","1","メタグロス",""
"4-n376-2","2","Metagross",""
"4-n376m-1","1","メガメタグロス",""
"4-n376m-2","2","Metagross",""
"4-n377-1","1","レジロック",""
"4-n377-2","2","Regirock",""
"4-n378-1","1","レジアイス",""
"4-n378-2","2","Regice",""
"4-n379-1","1","レジスチル",""
"4-n379-2","2","Registeel",""
"4-n37a-1","1","ロコン",""
"4-n37a-2","2","Vulpix",""
"4-n38-1","1","キュウコン",""
"4-n38-2","2","Ninetales",""
"4-n380-1","1","ラティアス",""
"4-n380-2","2","Latias",""
"4-n380m-1","1","メガラティアス",""
"4-n380m-2","2","Latias",""
