"id","name","type","power1","power2","pp","accuracy","priority","damageType","isDirect","canProtect"
"4-75","えだづき","11","40","","40","100","0","物理","false","true"
"4-76","エナジーボール","11","90","","10","100","0","特殊","false","false"
"4-77","エレキネット","12","55","","15","95","0","特殊","false","false"
"4-78","エレキフィールド","12","-","","10","-","0","変化","false","false"
"4-79","エレキボール","12","-","","10","100","0","特殊","false","false"
"4-80","えんまく","0","-","","20","100","0","変化","false","false"
"4-81","オーバードライブ","12","80","","10","100","0","特殊","false","false"
"4-82","オーバーヒート","9","130","","5","90","0","特殊","false","false"
"4-83","オーラウイング","13","80","","10","100","0","特殊","false","false"
"4-84","オーロラビーム","14","65","","20","100","0","特殊","false","false"
"4-85","オーロラベール","14","-","","20","-","0","変化","false","false"
"4-86","おいかぜ","2","-","","15","-","0","変化","false","false"
"4-87","おいわい","0","-","","40","-","0","変化","false","false"
"4-88","おかたづけ","0","-","","10","-","0","変化","false","false"
"4-89","おきみやげ","16","-","","10","100","0","変化","false","false"
"4-90","おさきにどうぞ","0","-","","15","-","0","変化","false","false"
"4-91","おたけび","0","-","","30","100","0","変化","false","false"
"4-92","おだてる","16","-","","15","100","0","変化","false","false"
"4-93","おちゃかい","0","-","","10","-","0","変化","false","false"
"4-94","おどろかす","7","30","","15","100","0","物理","false","true"
"4-95","おにび","9","-","","15","85","0","変化","false","false"
"4-96","おはかまいり","7","50","","10","100","0","物理","false","false"
"4-97","かいでんぱ","12","-","","15","100","0","変化","false","false"
"4-98","かいりき","0","80","","15","100","0","物理","false","true"
"4-99","カウンター","1","-","","20","100","-5","物理","false","true"
"4-100","かえんぐるま","9","60","","25","100","0","物理","false","true"
"4-101","かえんほうしゃ","9","90","","15","100","0","特殊","false","false"
"4-102","かえんボール","9","120","","5","90","0","物理","false","false"
"4-103","かかとおとし","1","120","","10","90","0","物理","false","true"
"4-104","かげうち","7","40","","30","100","1","物理","false","true"
"4-105","かげぬい","7","80","","10","100","0","物理","false","false"
"4-106","かげぶんしん","0","-","","15","-","0","変化","false","false"
"4-107","かぜおこし","2","40","","35","100","0","特殊","false","false"
"4-108","かたきうち","0","70","","5","100","0","物理","false","true"
"4-109","かたくなる","0","-","","30","-","0","変化","false","false"
"4-110","カタストロフィ","16","-","","10","90","0","特殊","false","false"
"4-111","かなしばり","0","-","","20","100","0","変化","false","false"
"4-112","かふんだんご","6","90","","15","100","0","特殊","false","false"
"4-113","かみくだく","16","80","","15","100","0","物理","false","true"
"4-114","かみつく","16","60","","25","100","0","物理","false","true"
"4-115","かみなり","12","110","","10","70","0","特殊","false","false"
"4-116","かみなりあらし","12","100","","10","80","0","特殊","false","false"
"4-117","かみなりのキバ","12","65","","15","95","0","物理","false","true"
"4-118","かみなりパンチ","12","75","","15","100","0","物理","false","true"
"4-119","からげんき","0","70","","20","100","0","物理","false","true"
"4-120","からにこもる","10","-","","40","-","0","変化","false","false"
"4-121","からをやぶる","0","-","","15","-","0","変化","false","false"
"4-122","かわらわり","1","75","","15","100","0","物理","false","true"
"4-123","ガードシェア","13","-","","10","-","0","変化","false","false"
"4-124","ガードスワップ","13","-","","10","-","0","変化","false","false"
"4-125","がむしゃら","0","-","","5","100","0","物理","false","true"
"4-126","ガリョウテンセイ","2","120","","5","100","0","物理","false","true"
"4-127","がんせきアックス","5","65","","15","90","0","物理","false","true"
"4-128","がんせきふうじ","5","60","","15","95","0","物理","false","false"
"4-129","きあいだま","1","120","","5","70","0","特殊","false","false"
"4-130","きあいだめ","0","-","","30","-","0","変化","false","false"
"4-131","きあいパンチ","1","150","","20","100","-3","物理","false","true"
"4-132","きしかいせい","1","-","","15","100","0","物理","false","true"
"4-133","キノコのほうし","11","-","","15","100","0","変化","false","false"
"4-134","きゅうけつ","6","80","","10","100","0","物理","false","true"
"4-135","きょけんとつげき","15","120","","5","100","0","物理","false","true"
"4-136","きょじゅうざん","8","100","","5","100","0","物理","false","true"
"4-137","きょじゅうだん","8","100","","5","100","0","物理","false","true"
"4-138","キラースピン","3","30","","15","100","0","物理","false","true"
"4-139","きりさく","0","70","","20","100","0","物理","false","true"
"4-140","きりばらい","2","-","","15","-","0","変化","false","false"
"4-141","きんぞくおん","8","-","","40","85","0","変化","false","false"
"4-142","ギアチェンジ","8","-","","10","-","0","変化","false","false"
"4-143","ギガインパクト","0","150","","5","90","0","物理","false","true"
"4-144","ギガドレイン","11","75","","10","100","0","特殊","false","false"
"4-145","クイックターン","10","60","","20","100","0","物理","false","true"
"4-146","くさのちかい","11","80","","10","100","0","特殊","false","false"
"4-147","くさむすび","11","-","","20","100","0","特殊","false","true"
"4-148","くさわけ","11","50","","20","100","0","物理","false","true"
"4-149","くすぐる","0","-","","20","100","0","変化","false","false"
"4-150","くらいつく","16","80","","10","100","0","物理","false","true"
"4-151","クラブハンマー","10","100","","10","90","0","物理","false","true"
"4-152","クリアスモッグ","3","50","","15","-","0","特殊","false","false"
"4-153","くろいきり","14","-","","30","-","0","変化","false","false"
"4-154","くろいまなざし","0","-","","5","-","0","変化","false","false"
"4-155","クロスチョップ","1","100","","5","80","0","物理","false","true"
"4-156","クロスポイズン","3","70","","20","100","0","物理","false","true"
"4-157","クロロブラスト","11","150","","5","95","0","特殊","false","false"
"4-158","グラススライダー","11","60","","20","100","1","物理","false","true"
"4-159","グラスフィールド","11","-","","10","-","0","変化","false","false"
"4-160","けたぐり","1","-","","20","100","0","物理","false","true"
"4-161","げきりん","15","120","","10","100","0","物理","false","true"
"4-162","ゲップ","3","120","","10","90","0","特殊","false","false"
"4-163","げんしのちから","5","60","","5","100","0","特殊","false","false"
"4-164","コーチング","1","-","","10","-","0","変化","false","false"
"4-165","コートチェンジ","0","-","","10","100","0","変化","false","false"
"4-166","こうげきしれい","6","90","","15","100","0","物理","false","false"
"4-167","こうごうせい","11","-","","5","-","0","変化","false","false"
"4-168","こうそくいどう","13","-","","30","-","0","変化","false","false"
"4-169","こうそくスピン","0","50","","40","100","0","物理","false","true"
"4-170","こおりのいぶき","14","60","","10","90","0","特殊","false","false"
"4-171","こおりのキバ","14","65","","15","95","0","物理","false","true"
"4-172","こおりのつぶて","14","40","","30","100","1","物理","false","false"
"4-173","こがらしあらし","2","100","","10","80","0","特殊","false","false"
"4-174","こごえるかぜ","14","55","","15","95","0","特殊","false","false"
"4-175","コスモパワー","13","-","","20","-","0","変化","false","false"
"4-176","コットンガード","11","-","","10","-","0","変化","false","false"
"4-177","こなゆき","14","40","","25","100","0","特殊","false","false"
"4-178","このは","11","40","","40","100","0","物理","false","false"
"4-179","このゆびとまれ","0","-","","20","-","2","変化","false","false"
"4-180","コメットパンチ","8","90","","10","90","0","物理","false","true"
"4-181","こらえる","0","-","","10","-","4","変化","false","false"
"4-182","ころがる","5","30","","20","90","0","物理","false","true"
"4-183","こわいかお","0","-","","10","100","0","変化","false","false"
"4-184","こんげんのはどう","10","110","","10","85","0","特殊","false","false"
"4-185","ゴーストダイブ","7","90","","10","100","0","物理","false","true"
"4-186","ゴールドラッシュ","8","120","","5","100","0","特殊","false","false"
"4-187","ゴッドバード","2","140","","5","90","0","物理","false","false"
"4-188","さいきのいのり","0","-","","1","-","0","変化","false","false"
"4-189","サイケこうせん","13","65","","20","100","0","特殊","false","false"
"4-190","サイコカッター","13","70","","20","100","0","物理","false","false"
"4-191","サイコキネシス","13","90","","10","100","0","特殊","false","false"
"4-192","サイコショック","13","80","","10","100","0","特殊","false","false"
"4-193","サイコファング","13","85","","10","100","0","物理","false","true"
"4-194","サイコフィールド","13","-","","10","-","0","変化","false","false"
"4-195","サイコブレイク","13","100","","10","100","0","特殊","false","false"
"4-196","サイコブレイド","13","80","","15","100","0","物理","false","true"
"4-197","サイドチェンジ","13","-","","15","-","2","変化","false","false"
"4-198","さいはい","13","-","","15","-","0","変化","false","false"
"4-199","さいみんじゅつ","13","-","","20","60","0","変化","false","false"
"4-200","さきおくり","16","-","","15","100","0","変化","false","false"
"4-201","さばきのつぶて","0","100","","10","100","0","特殊","false","false"
"4-202","さむいギャグ","14","-","","10","-","0","変化","false","false"
"4-203","さわぐ","0","90","","10","100","0","特殊","false","false"
"4-204","サンダープリズン","12","80","","15","90","0","特殊","false","false"
"4-205","シェルアームズ","3","90","","10","100","0","特殊","false","false"
"4-206","シェルブレード","10","75","","10","95","0","物理","false","true"
"4-207","しおづけ","5","40","","15","100","0","物理","false","false"
"4-208","しおふき","10","150","","5","100","0","特殊","false","false"
"4-209","しおみず","10","65","","10","100","0","特殊","false","false"
"4-210","シザークロス","6","80","","15","100","0","物理","false","true"
"4-211","したでなめる","7","30","","30","100","0","物理","false","true"
"4-212","しっとのほのお","9","70","","5","100","0","特殊","false","false"
"4-213","しっぺがえし","16","50","","10","100","0","物理","false","true"
"4-214","しっぽきり","0","-","","10","-","0","変化","false","false"
"4-215","しっぽをふる","0","-","","30","100","0","変化","false","false"
"4-216","しねんのずつき","13","80","","15","90","0","物理","false","true"
"4-217","しびれごな","11","-","","30","75","0","変化","false","false"
"4-218","しめつける","0","15","","20","85","0","物理","false","true"
"4-219","シャドークロー","7","70","","15","100","0","物理","false","true"
"4-220","シャドーダイブ","7","120","","5","100","0","物理","false","true"
"4-221","シャドーパンチ","7","60","","20","-","0","物理","false","true"
"4-222","シャドーボール","7","80","","15","100","0","特殊","false","false"
"4-223","しょうりのまい","1","-","","10","-","0","変化","false","false"
"4-224","しろいきり","14","-","","30","-","0","変化","false","false"
"4-225","しんくうは","1","40","","30","100","1","特殊","false","false"
"4-226","しんそく","0","80","","5","100","2","物理","false","true"
"4-227","しんぴのちから","13","70","","10","90","0","特殊","false","false"
"4-228","しんぴのまもり","0","-","","25","-","0","変化","false","false"
"4-229","シンプルビーム","0","-","","15","100","0","変化","false","false"
"4-230","Gのちから","11","80","","10","100","0","物理","false","false"
"4-231","ジェットパンチ","10","60","","15","100","1","物理","false","true"
"4-232","じこあんじ","0","-","","10","-","0","変化","false","false"
"4-233","じこさいせい","0","-","","5","-","0","変化","false","false"
"4-234","じごくづき","16","80","","15","100","0","物理","false","true"
"4-235","じしん","4","100","","10","100","0","物理","false","false"
"4-236","じたばた","0","-","","15","100","0","物理","false","true"
"4-237","じだんだ","4","75","","10","100","0","物理","false","true"
"4-238","じならし","4","60","","20","100","0","物理","false","false"
"4-239","じばく","0","200","","5","100","0","物理","false","false"
"4-240","じばそうさ","12","-","","20","-","0","変化","false","false"
"4-241","ジャイロボール","8","-","","5","100","0","物理","false","true"
"4-242","じゃれつく","17","90","","10","90","0","物理","false","true"
"4-243","ジャングルヒール","11","-","","10","-","0","変化","false","false"
"4-244","じゅうでん","12","-","","20","-","0","変化","false","false"
"4-245","10まんばりき","4","95","","10","95","0","物理","false","true"
"4-246","10まんボルト","12","90","","15","100","0","特殊","false","false"
"4-247","じゅうりょく","13","-","","5","-","0","変化","false","false"
"4-248","じわれ","4","-","","5","30","0","物理","false","false"
"4-249","じんつうりき","13","80","","20","100","0","特殊","false","false"
"4-250","スイープビンタ","0","25","","10","85","0","物理","false","true"
"4-251","すいとる","11","20","","25","100","0","特殊","false","false"
"4-252","すいりゅうれんだ","10","25","","5","100","0","物理","false","true"
"4-253","スキルスワップ","13","-","","10","-","0","変化","false","false"
"4-254","スケイルショット","15","25","","20","90","0","物理","false","false"
"4-255","スチームバースト","10","110","","5","95","0","特殊","false","false"
"4-256","すてゼリフ","16","-","","20","100","0","変化","false","false"
"4-257","すてみタックル","0","120","","15","100","0","物理","false","true"
"4-258","ステルスロック","5","-","","20","-","0","変化","false","false"
"4-259","ストーンエッジ","5","100","","5","80","0","物理","false","false"
"4-260","すなあつめ","4","-","","5","-","0","変化","false","false"
"4-261","すなあらし","5","-","","10","-","0","変化","false","false"
"4-262","すなかけ","4","-","","15","100","0","変化","false","false"
"4-263","すなじごく","4","35","","15","85","0","物理","false","false"
"4-264","スパーク","12","65","","20","100","0","物理","false","true"
"4-265","スピードスター","0","60","","20","-","0","特殊","false","false"
"4-266","スピードスワップ","13","-","","10","-","0","変化","false","false"
"4-267","スマートホーン","8","70","","10","-","0","物理","false","true"
"4-268","スモッグ","3","30","","20","70","0","特殊","false","false"
"4-269","すりかえ","16","-","","10","100","0","変化","false","false"
"4-270","スレッドトラップ","6","-","","10","-","4","変化","false","false"
"4-271","ずつき","0","70","","15","100","0","物理","false","true"
"4-272","せいちょう","0","-","","20","-","0","変化","false","false"
"4-273","せいなるつるぎ","1","90","","15","100","0","物理","false","true"
"4-274","ぜったいれいど","14","-","","5","30","0","特殊","false","false"
"4-275","ソーラービーム","11","120","","10","100","0","特殊","false","false"
"4-276","ソーラーブレード","11","125","","10","100","0","物理","false","true"
"4-277","ソウルクラッシュ","17","75","","15","100","0","物理","false","true"
"4-278","そらをとぶ","2","90","","15","95","0","物理","false","true"
"4-279","タールショット","5","-","","15","100","0","変化","false","false"
"4-280","たいあたり","0","40","","35","100","0","物理","false","true"
"4-281","たきのぼり","10","80","","15","100","0","物理","false","true"
"4-282","たくわえる","0","-","","20","-","0","変化","false","false"
"4-283","たたきつける","0","80","","20","75","0","物理","false","true"
"4-284","たたりめ","7","65","","10","100","0","特殊","false","false"
"4-285","たつまき","15","40","","20","100","0","特殊","false","false"
"4-286","たてこもる","8","-","","10","-","0","変化","false","false"
"4-287","タネばくだん","11","80","","15","100","0","物理","false","false"
"4-288","タネマシンガン","11","25","","30","100","0","物理","false","false"
"4-289","タマゴうみ","0","-","","5","-","0","変化","false","false"
"4-290","だいちのちから","4","90","","10","100","0","特殊","false","false"
"4-291","だいちのはどう","0","50","","10","100","0","特殊","false","false"
"4-292","だいばくはつ","0","250","","5","100","0","物理","false","false"
"4-293","ダイビング","10","80","","10","100","0","物理","false","true"
"4-294","だいふんげき","9","120","","10","100","0","物理","false","false"
"4-295","ダイマックスほう","15","100","","5","100","0","特殊","false","false"
"4-296","だいもんじ","9","110","","5","85","0","特殊","false","false"
"4-297","ダイヤストーム","5","100","","5","95","0","物理","false","false"
"4-298","だくりゅう","10","90","","10","85","0","特殊","false","false"
"4-299","ダストシュート","3","120","","5","80","0","物理","false","false"
"4-300","ダブルアタック","0","35","","10","90","0","物理","false","true"
"4-301","ダブルウイング","2","40","","10","90","0","物理","false","true"
"4-302","ダメおし","16","60","","10","100","0","物理","false","true"
"4-303","だんがいのつるぎ","4","120","","10","85","0","物理","false","false"
"4-304","ちいさくなる","0","-","","10","-","0","変化","false","false"
"4-305","ちからをすいとる","11","-","","10","100","0","変化","false","false"
"4-306","ちきゅうなげ","1","-","","20","100","0","物理","false","true"
"4-307","チャージビーム","12","50","","10","90","0","特殊","false","false"
"4-308","チャームボイス","17","40","","15","-","0","特殊","false","false"
"4-309","ちょうおんぱ","0","-","","20","55","0","変化","false","false"
"4-310","ちょうのまい","6","-","","20","-","0","変化","false","false"
"4-311","ちょうはつ","16","-","","20","100","0","変化","false","false"
"4-312","ついばむ","2","60","","20","100","0","物理","false","true"
"4-313","ツインビーム","13","40","","10","100","0","特殊","false","false"
"4-314","つきのひかり","17","-","","5","-","0","変化","false","false"
"4-315","つけあがる","16","20","","10","100","0","物理","false","true"
"4-316","つじぎり","16","70","","15","100","0","物理","false","true"
"4-317","つっぱり","1","15","","20","100","0","物理","false","true"
"4-318","つつく","2","35","","35","100","0","物理","false","true"
"4-319","つのでつく","0","65","","25","100","0","物理","false","true"
"4-320","つのドリル","0","-","","5","30","0","物理","false","true"
"4-321","つばさでうつ","2","60","","35","100","0","物理","false","true"
"4-322","つばめがえし","2","60","","20","-","0","物理","false","true"
"4-323","つぶらなひとみ","17","-","","30","100","1","変化","false","false"
"4-324","つぼをつく","0","-","","30","-","0","変化","false","false"
"4-325","つめとぎ","16","-","","15","-","0","変化","false","false"
"4-326","つららおとし","14","85","","10","90","0","物理","false","false"
"4-327","つららばり","14","25","","30","100","0","物理","false","false"
"4-328","つるぎのまい","0","-","","20","-","0","変化","false","false"
"4-329","つるのムチ","11","45","","25","100","0","物理","false","true"
"4-330","てかげん","0","40","","40","100","0","物理","false","true"
"4-331","てだすけ","0","-","","20","-","5","変化","false","false"
"4-332","てっていこうせん","8","140","","5","95","0","特殊","false","false"
"4-333","てっぺき","8","-","","15","-","0","変化","false","false"
"4-334","テラバースト","0","80","","10","100","0","特殊","false","false"
"4-335","テレポート","13","-","","20","-","-6","変化","false","false"
"4-336","てをつなぐ","0","-","","40","-","0","変化","false","false"
"4-337","てんしのキッス","17","-","","10","75","0","変化","false","false"
"4-338","であいがしら","6","90","","10","100","2","物理","false","true"
"4-339","DDラリアット","16","85","","10","100","0","物理","false","true"
"4-340","デカハンマー","8","160","","5","100","0","物理","false","false"
"4-341","でんきショック","12","40","","30","100","0","特殊","false","false"
"4-342","でんげきは","12","60","","20","-","0","特殊","false","false"
"4-343","でんこうせっか","0","40","","30","100","1","物理","false","true"
"4-344","でんこうそうげき","12","120","","5","100","0","物理","false","true"
"4-345","でんじは","12","-","","20","90","0","変化","false","false"
"4-346","でんじふゆう","12","-","","10","-","0","変化","false","false"
"4-347","でんじほう","12","120","","5","50","0","特殊","false","false"
"4-348","トーチカ","3","-","","10","-","4","変化","false","false"
"4-349","とおせんぼう","0","-","","5","-","0","変化","false","false"
"4-350","とおぼえ","0","-","","40","-","0","変化","false","false"
"4-351","ときのほうこう","15","150","","5","90","0","特殊","false","false"
"4-352","とぐろをまく","3","-","","20","-","0","変化","false","false"
"4-353","とける","3","-","","20","-","0","変化","false","false"
"4-354","とっしん","0","90","","20","85","0","物理","false","true"
"4-355","とっておき","0","140","","5","100","0","物理","false","true"
"4-356","とどめばり","6","50","","25","100","0","物理","false","true"
"4-357","とびかかる","6","80","","15","100","0","物理","false","true"
"4-358","とびつく","6","50","","20","100","0","物理","false","true"
"4-359","とびはねる","2","85","","5","85","0","物理","false","true"
"4-360","とびひざげり","1","130","","10","90","0","物理","false","true"
"4-361","ともえなげ","1","60","","10","90","-6","物理","false","true"
"4-362","トライアタック","0","80","","10","100","0","特殊","false","false"
"4-363","トリック","13","-","","10","100","0","変化","false","false"
"4-364","トリックフラワー","11","70","","10","-","0","物理","false","false"
"4-365","トリックルーム","13","-","","5","-","-7","変化","false","false"
"4-366","トリプルアクセル","14","20","","10","90","0","物理","false","true"
"4-367","トリプルダイブ","10","30","","10","95","0","物理","false","true"
"4-368","トロピカルキック","11","70","","15","100","0","物理","false","true"
"4-369","とんぼがえり","6","70","","20","100","0","物理","false","true"
"4-370","どくガス","3","-","","40","90","0","変化","false","false"
"4-371","どくづき","3","80","","20","100","0","物理","false","true"
"4-372","どくどく","3","-","","10","90","0","変化","false","false"
"4-373","どくどくのキバ","3","50","","15","100","0","物理","false","true"
"4-374","どくのこな","3","-","","35","75","0","変化","false","false"
"4-375","どくばり","3","15","","35","100","0","物理","false","false"
"4-376","どくばりセンボン","3","60","","10","100","0","物理","false","false"
"4-377","どくびし","3","-","","20","-","0","変化","false","false"
"4-378","どげざつき","16","80","","10","-","0","物理","false","true"
"4-379","ドゲザン","16","85","","10","-","0","物理","false","true"
"4-380","ドラゴンアロー","15","50","","10","100","0","物理","false","false"
"4-381","ドラゴンエナジー","15","150","","5","100","0","特殊","false","false"
"4-382","ドラゴンクロー","15","80","","15","100","0","物理","false","true"
"4-383","ドラゴンダイブ","15","100","","10","75","0","物理","false","true"
"4-384","ドラゴンテール","15","60","","10","90","-6","物理","false","true"
"4-385","ドラムアタック","11","80","","10","100","0","物理","false","false"
"4-386","ドリルくちばし","2","80","","20","100","0","物理","false","true"
"4-387","ドリルライナー","4","80","","10","95","0","物理","false","true"
"4-388","ドレインキッス","17","50","","10","100","0","特殊","false","true"
"4-389","ドレインパンチ","1","75","","10","100","0","物理","false","true"
"4-390","どろかけ","4","20","","10","100","0","特殊","false","false"
"4-391","どろぼう","16","60","","25","100","0","物理","false","true"
"4-392","ドわすれ","13","-","","20","-","0","変化","false","false"
"4-393","ないしょばなし","0","-","","20","-","0","変化","false","false"
"4-394","ナイトバースト","16","85","","10","95","0","特殊","false","false"
"4-395","ナイトヘッド","7","-","","15","100","0","特殊","false","false"
"4-396","なかまづくり","0","-","","15","100","0","変化","false","false"
"4-397","なかよくする","0","-","","20","-","0","変化","false","false"
"4-398","なきごえ","0","-","","40","100","0","変化","false","false"
"4-399","なげつける","16","-","","10","100","0","物理","false","false"
"4-400","なまける","0","-","","5","-","0","変化","false","false"
"4-401","なみだめ","0","-","","20","-","0","変化","false","false"
"4-402","なみのり","10","90","","15","100","0","特殊","false","false"
"4-403","なやみのタネ","11","-","","10","100","0","変化","false","false"
"4-404","なりきり","13","-","","10","-","0","変化","false","false"
"4-405","ニードルガード","11","-","","10","-","4","変化","false","false"
"4-406","ニトロチャージ","9","50","","20","100","0","物理","false","true"
"4-407","にどげり","1","30","","30","100","0","物理","false","true"
"4-408","にほんばれ","9","-","","5","-","0","変化","false","false"
"4-409","にらみつける","0","-","","30","100","0","変化","false","false"
"4-410","ねがいごと","0","-","","10","-","0","変化","false","false"
"4-411","ねこだまし","0","40","","10","100","3","物理","false","true"
"4-412","ネコにこばん","0","40","","20","100","0","物理","false","false"
"4-413","ねごと","0","-","","10","-","0","変化","false","false"
"4-414","ネズミざん","0","20","","10","90","0","物理","false","true"
"4-415","ねっさのあらし","4","100","","10","80","0","特殊","false","false"
"4-416","ねっさのだいち","4","70","","10","100","0","特殊","false","false"
"4-417","ねっとう","10","80","","15","100","0","特殊","false","false"
"4-418","ねっぷう","9","95","","10","90","0","特殊","false","false"
"4-419","ねばねばネット","6","-","","20","-","0","変化","false","false"
"4-420","ねむりごな","11","-","","15","75","0","変化","false","false"
"4-421","ねむる","13","-","","5","-","0","変化","false","false"
"4-422","ねらいうち","10","80","","15","100","0","特殊","false","false"
"4-423","ねをはる","11","-","","20","-","0","変化","false","false"
"4-424","ねんりき","13","50","","25","100","0","特殊","false","false"
"4-425","のしかかり","0","85","","15","100","0","物理","false","true"
"4-426","のみこむ","0","-","","10","-","0","変化","false","false"
"4-427","のろい","7","-","","10","-","0","変化","false","false"
"4-428","ハートスワップ","13","-","","10","-","0","変化","false","false"
"4-429","ハードプラント","11","150","","5","90","0","特殊","false","false"
"4-430","はいすいのじん","1","-","","5","-","0","変化","false","false"
"4-431","ハイドロカノン","10","150","","5","90","0","特殊","false","false"
"4-432","ハイドロスチーム","10","80","","15","100","0","特殊","false","false"
"4-433","ハイドロポンプ","10","110","","5","80","0","特殊","false","false"
"4-434","ハイパードリル","0","100","","5","100","0","物理","false","true"
"4-435","ハイパーボイス","0","90","","10","100","0","特殊","false","false"
"4-436","はいよるいちげき","6","70","","10","90","0","物理","false","true"
"4-437","はかいこうせん","0","150","","5","90","0","特殊","false","false"
"4-438","はがねのつばさ","8","70","","25","90","0","物理","false","true"
"4-439","はきだす","0","-","","10","100","0","特殊","false","false"
"4-440","ハサミギロチン","0","-","","5","30","0","物理","false","true"
"4-441","はさむ","0","55","","30","100","0","物理","false","true"
"4-442","はたきおとす","16","65","","20","100","0","物理","false","true"
"4-443","はたく","0","40","","35","100","0","物理","false","true"
"4-444","はっけい","1","60","","10","100","0","物理","false","true"
