"id","no","height","weight","order","isDefault"
"4-n146g","146","2.0","66.0","1","true"
"4-n147","147","1.8","3.3","1","true"
"4-n148","148","4.0","16.5","1","true"
"4-n149","149","2.2","210.0","1","true"
"4-n15","015","1.0","29.5","1","true"
"4-n150","150","2.0","122.0","1","true"
"4-n150x","150","2.3","127.0","1","true"
"4-n150y","150","1.5","33.0","1","true"
"4-n151","151","0.4","4.0","1","true"
"4-n152","152","0.9","6.4","1","true"
"4-n153","153","1.2","15.8","1","true"
"4-n154","154","1.8","100.5","1","true"
"4-n155","155","0.5","7.9","1","true"
"4-n156","156","0.9","19.0","1","true"
"4-n157","157","1.7","79.5","1","true"
"4-n157h","157","1.6","69.8","1","true"
"4-n158","158","0.6","9.5","1","true"
"4-n159","159","1.1","25.0","1","true"
"4-n15m","015","1.4","40.5","1","true"
"4-n16","016","0.3","1.8","1","true"
"4-n160","160","2.3","88.8","1","true"
"4-n161","161","0.8","6.0","1","true"
"4-n162","162","1.8","32.5","1","true"
"4-n163","163","0.7","21.2","1","true"
"4-n164","164","1.6","40.8","1","true"
"4-n165","165","1.0","10.8","1","true"
"4-n166","166","1.4","35.6","1","true"
"4-n167","167","0.5","8.5","1","true"
"4-n168","168","1.1","33.5","1","true"
"4-n169","169","1.8","75.0","1","true"
"4-n17","017","1.1","30.0","1","true"
"4-n170","170","0.5","12.0","1","true"
"4-n171","171","1.2","22.5","1","true"
"4-n172","172","0.3","2.0","1","true"
"4-n173","173","0.3","3.0","1","true"
"4-n174","174","0.3","1.0","1","true"
"4-n175","175","0.3","1.5","1","true"
"4-n176","176","0.6","3.2","1","true"
"4-n177","177","0.2","2.0","1","true"
"4-n178","178","1.5","15.0","1","true"
"4-n179","179","0.6","7.8","1","true"
"4-n18","018","1.5","39.5","1","true"
"4-n180","180","0.8","13.3","1","true"
"4-n181","181","1.4","61.5","1","true"
"4-n181m","181","1.4","61.5","1","true"
"4-n182","182","0.4","5.8","1","true"
"4-n183","183","0.4","8.5","1","true"
"4-n184","184","0.8","28.5","1","true"
"4-n185","185","1.2","38.0","1","true"
"4-n186","186","1.1","33.9","1","true"
"4-n187","187","0.4","0.5","1","true"
"4-n188","188","0.6","1.0","1","true"
"4-n189","189","0.8","3.0","1","true"
"4-n18m","018","2.2","50.5","1","true"
"4-n19","019","0.3","3.5","1","true"
"4-n190","190","0.8","11.5","1","true"
"4-n191","191","0.3","1.8","1","true"
"4-n192","192","0.8","8.5","1","true"
"4-n193","193","1.2","38.0","1","true"
"4-n194","194","0.4","8.5","1","true"
"4-n194p","194","0.4","11.0","1","true"
"4-n195","195","1.4","75.0","1","true"
"4-n196","196","0.9","26.5","1","true"
"4-n197","197","1.0","27.0","1","true"
"4-n198","198","0.5","2.1","1","true"
"4-n199","199","2.0","79.5","1","true"
"4-n199g","199","1.8","79.5","1","true"
"4-n19a","019","0.3","3.8","1","true"
"4-n2","002","1.0","13.0","1","true"
"4-n20","020","0.7","18.5","1","true"
"4-n200","200","0.7","1.0","1","true"
"4-n201","201","0.5","5.0","1","true"
"4-n202","202","1.3","28.5","1","true"
"4-n203","203","1.5","41.5","1","true"
"4-n204","204","0.6","7.2","1","true"
"4-n205","205","1.2","125.8","1","true"
"4-n206","206","1.5","14.0","1","true"
"4-n207","207","1.1","64.8","1","true"
"4-n208","208","9.2","400.0","1","true"
"4-n208m","208","10.5","740.0","1","true"
"4-n209","209","0.6","7.8","1","true"
"4-n20a","020","0.7","25.5","1","true"
"4-n21","021","0.3","2.0","1","true"
"4-n210","210","1.4","48.7","1","true"
"4-n211","211","0.5","3.9","1","true"
"4-n211h","211","0.5","3.9","1","true"
"4-n212","212","1.8","118.0","1","true"
"4-n212m","212","2.0","125.0","1","true"
"4-n213","213","0.6","20.5","1","true"
"4-n214","214","1.5","54.0","1","true"
"4-n214m","214","1.7","62.5","1","true"
"4-n215","215","0.9","28.0","1","true"
"4-n215h","215","0.9","27.0","1","true"
"4-n216","216","0.6","8.8","1","true"
"4-n217","217","1.8","125.8","1","true"
"4-n218","218","0.7","35.0","1","true"
"4-n219","219","0.8","55.0","1","true"
"4-n22","022","1.2","38.0","1","true"
"4-n220","220","0.4","6.5","1","true"
"4-n221","221","1.1","55.8","1","true"
"4-n222","222","0.6","5.0","1","true"
"4-n222g","222","0.6","0.5","1","true"
"4-n223","223","0.6","12.0","1","true"
"4-n224","224","0.9","28.5","1","true"
"4-n225","225","0.9","16.0","1","true"
"4-n226","226","2.1","220.0","1","true"
"4-n227","227","1.7","50.5","1","true"
"4-n228","228","0.6","10.8","1","true"
"4-n229","229","1.4","35.0","1","true"
"4-n229m","229","1.9","49.5","1","true"
"4-n23","023","2.0","6.9","1","true"
"4-n230","230","1.8","152.0","1","true"
"4-n231","231","0.5","33.5","1","true"
"4-n232","232","1.1","120.0","1","true"
"4-n233","233","0.6","32.5","1","true"
"4-n234","234","1.4","71.2","1","true"
"4-n235","235","1.2","58.0","1","true"
"4-n236","236","0.7","21.0","1","true"
"4-n237","237","1.4","48.0","1","true"
"4-n238","238","0.4","6.0","1","true"
"4-n239","239","0.6","23.5","1","true"
"4-n24","024","3.5","65.0","1","true"
"4-n240","240","0.7","21.4","1","true"
"4-n241","241","1.2","75.5","1","true"
"4-n242","242","1.5","46.8","1","true"
"4-n243","243","1.9","178.0","1","true"
"4-n244","244","2.1","198.0","1","true"
"4-n245","245","2.0","187.0","1","true"
"4-n246","246","0.6","72.0","1","true"
"4-n247","247","1.2","152.0","1","true"
"4-n248","248","2.0","202.0","1","true"
"4-n248m","248","2.5","255.0","1","true"
"4-n249","249","5.2","216.0","1","true"
"4-n25","025","0.4","6.0","1","true"
"4-n250","250","3.8","199.0","1","true"
"4-n251","251","0.6","5.0","1","true"
"4-n252","252","0.5","5.0","1","true"
"4-n253","253","0.9","21.6","1","true"
"4-n254","254","1.7","52.2","1","true"
"4-n254m","254","1.9","55.2","1","true"
"4-n255","255","0.4","2.5","1","true"
"4-n256","256","0.9","19.5","1","true"
"4-n257","257","1.9","52.0","1","true"
"4-n257m","257","1.9","52.0","1","true"
"4-n258","258","0.4","7.6","1","true"
"4-n259","259","0.7","28.0","1","true"
"4-n26","026","0.8","30.0","1","true"
"4-n260","260","1.5","81.9","1","true"
"4-n260m","260","1.9","102.0","1","true"
"4-n261","261","0.5","13.6","1","true"
"4-n262","262","1.0","37.0","1","true"
"4-n263","263","0.4","17.5","1","true"
"4-n263g","263","0.4","17.5","1","true"
"4-n264","264","0.5","32.5","1","true"
"4-n264g","264","0.5","32.5","1","true"
"4-n265","265","0.3","3.6","1","true"
"4-n266","266","0.6","10.0","1","true"
"4-n267","267","1.0","28.4","1","true"
"4-n268","268","0.7","11.5","1","true"
"4-n269","269","1.2","31.6","1","true"
"4-n26a","026","0.7","21.0","1","true"
"4-n27","027","0.6","12.0","1","true"
"4-n270","270","0.5","2.6","1","true"
"4-n271","271","1.2","32.5","1","true"
"4-n272","272","1.5","55.0","1","true"
"4-n273","273","0.5","4.0","1","true"
"4-n274","274","1.0","28.0","1","true"
"4-n275","275","1.3","59.6","1","true"
"4-n276","276","0.3","2.3","1","true"
"4-n277","277","0.7","19.8","1","true"
"4-n278","278","0.6","9.5","1","true"
"4-n279","279","1.2","28.0","1","true"
"4-n27a","027","0.7","40.0","1","true"
"4-n28","028","1.0","29.5","1","true"
"4-n280","280","0.4","6.6","1","true"
"4-n281","281","0.8","20.2","1","true"
"4-n282","282","1.6","48.4","1","true"
"4-n282m","282","1.6","48.4","1","true"
"4-n283","283","0.5","1.7","1","true"
"4-n284","284","0.8","3.6","1","true"
"4-n285","285","0.4","4.5","1","true"
"4-n286","286","1.2","39.2","1","true"
"4-n287","287","0.8","24.0","1","true"
"4-n288","288","1.4","46.5","1","true"
"4-n289","289","2.0","130.5","1","true"
"4-n28a","028","1.2","55.0","1","true"
"4-n29","029","0.4","7.0","1","true"
"4-n290","290","0.5","5.5","1","true"
"4-n291","291","0.8","12.0","1","true"
"4-n292","292","0.8","1.2","1","true"
"4-n293","293","0.6","16.3","1","true"
"4-n294","294","1.0","40.5","1","true"
"4-n295","295","1.5","84.0","1","true"
"4-n296","296","1.0","86.4","1","true"
"4-n297","297","2.3","253.8","1","true"
"4-n298","298","0.2","2.0","1","true"
"4-n299","299","1.0","97.0","1","true"
"4-n3","003","2.0","100.0","1","true"
"4-n30","030","0.8","20.0","1","true"
"4-n300","300","0.6","11.0","1","true"
"4-n301","301","1.1","32.6","1","true"
"4-n302","302","0.5","11.0","1","true"
"4-n302m","302","0.5","161.0","1","true"
"4-n303","303","0.6","11.5","1","true"
"4-n303m","303","1.0","23.5","1","true"
"4-n304","304","0.4","60.0","1","true"
"4-n305","305","0.9","120.0","1","true"
"4-n306","306","2.1","360.0","1","true"
"4-n306m","306","2.2","395.0","1","true"
"4-n307","307","0.6","11.2","1","true"
"4-n308","308","1.3","31.5","1","true"
"4-n308m","308","1.3","31.5","1","true"
"4-n309","309","0.6","15.2","1","true"
"4-n31","031","1.3","60.0","1","true"
"4-n310","310","1.5","40.2","1","true"
"4-n310m","310","1.8","44.0","1","true"
"4-n311","311","0.4","4.2","1","true"
"4-n312","312","0.4","4.2","1","true"
"4-n313","313","0.7","17.7","1","true"
"4-n314","314","0.6","17.7","1","true"
"4-n315","315","0.3","2.0","1","true"
"4-n316","316","0.4","10.3","1","true"
"4-n317","317","1.7","80.0","1","true"
"4-n318","318","0.8","20.8","1","true"
"4-n319","319","1.8","88.8","1","true"
"4-n319m","319","2.5","130.3","1","true"
"4-n32","032","0.5","9.0","1","true"
"4-n320","320","2.0","130.0","1","true"
"4-n321","321","14.5","398.0","1","true"
"4-n322","322","0.7","24.0","1","true"
"4-n323","323","1.9","220.0","1","true"
"4-n323m","323","2.5","320.5","1","true"
"4-n324","324","0.5","80.4","1","true"
"4-n325","325","0.7","30.6","1","true"
"4-n326","326","0.9","71.5","1","true"
"4-n327","327","1.1","5.0","1","true"
"4-n328","328","0.7","15.0","1","true"
"4-n329","329","1.1","15.3","1","true"
"4-n33","033","0.9","19.5","1","true"
"4-n330","330","2.0","82.0","1","true"
"4-n331","331","0.4","51.3","1","true"
"4-n332","332","1.3","77.4","1","true"
"4-n333","333","0.4","1.2","1","true"
"4-n334","334","1.1","20.6","1","true"
"4-n334m","334","1.5","20.6","1","true"
"4-n335","335","1.3","40.3","1","true"
"4-n336","336","2.7","52.5","1","true"
"4-n337","337","1.0","168.0","1","true"
"4-n338","338","1.2","154.0","1","true"
"4-n339","339","0.4","1.9","1","true"
"4-n34","034","1.4","62.0","1","true"
"4-n340","340","0.9","23.6","1","true"
"4-n341","341","0.6","11.5","1","true"
"4-n342","342","1.1","32.8","1","true"
"4-n343","343","0.5","21.5","1","true"
"4-n344","344","1.5","108.0","1","true"
"4-n345","345","1.0","23.8","1","true"
"4-n346","346","1.5","60.4","1","true"
"4-n347","347","0.7","12.5","1","true"
"4-n348","348","1.5","68.2","1","true"
"4-n349","349","0.6","7.4","1","true"
"4-n35","035","0.6","7.5","1","true"
"4-n350","350","6.2","162.0","1","true"
"4-n351","351","0.3","0.8","1","true"
"4-n352","352","1.0","22.0","1","true"
"4-n353","353","0.6","2.3","1","true"
"4-n354","354","1.1","12.5","1","true"
"4-n354m","354","1.2","13.0","1","true"
"4-n355","355","0.8","15.0","1","true"
"4-n356","356","1.6","30.6","1","true"
"4-n357","357","2.0","100.0","1","true"
"4-n358","358","0.6","1.0","1","true"
"4-n359","359","1.2","47.0","1","true"
"4-n359m","359","1.2","49.0","1","true"
"4-n36","036","1.3","40.0","1","true"
"4-n360","360","0.6","14.0","1","true"
"4-n361","361","0.7","16.8","1","true"
"4-n362","362","1.5","256.5","1","true"
"4-n362m","362","2.1","350.2","1","true"
"4-n363","363","0.8","39.5","1","true"
"4-n364","364","1.1","87.6","1","true"
"4-n365","365","1.4","150.6","1","true"
"4-n366","366","0.4","52.5","1","true"
"4-n367","367","1.7","27.0","1","true"
"4-n368","368","1.8","22.6","1","true"
"4-n369","369","1.0","23.4","1","true"
"4-n37","037","0.6","9.9","1","true"
"4-n370","370","0.6","8.7","1","true"
"4-n371","371","0.6","42.1","1","true"
"4-n372","372","1.1","110.5","1","true"
"4-n373","373","1.5","102.6","1","true"
"4-n373m","373","1.8","112.6","1","true"
"4-n374","374","0.6","95.2","1","true"
"4-n375","375","1.2","202.5","1","true"
"4-n376","376","1.6","550.0","1","true"
"4-n376m","376","2.5","942.9","1","true"
"4-n377","377","1.7","230.0","1","true"
"4-n378","378","1.8","175.0","1","true"
"4-n379","379","1.9","205.0","1","true"
"4-n37a","037","0.6","9.9","1","true"
"4-n38","038","1.1","19.9","1","true"
"4-n380","380","1.4","40.0","1","true"
"4-n380m","380","1.8","52.0","1","true"
"4-n381","381","2.0","60.0","1","true"
"4-n381m","381","2.3","70.0","1","true"
"4-n382","382","4.5","352.0","1","true"
"4-n382p","382","9.8","430.0","1","true"
"4-n383","383","3.5","950.0","1","true"
"4-n383p","383","5.0","999.7","1","true"
"4-n384","384","7.0","206.5","1","true"
"4-n384m","384","10.8","392.0","1","true"
"4-n385","385","0.3","1.1","1","true"
"4-n386","386","1.7","60.8","1","true"
"4-n386a","386","1.7","60.8","1","true"
"4-n386d","386","1.7","60.8","1","true"
"4-n386s","386","1.7","60.8","1","true"
"4-n387","387","0.4","10.2","1","true"
"4-n388","388","1.1","97.0","1","true"
"4-n389","389","2.2","310.0","1","true"
"4-n38a","038","1.1","19.9","1","true"
"4-n39","039","0.5","5.5","1","true"
"4-n390","390","0.5","6.2","1","true"
"4-n391","391","0.9","22.0","1","true"
"4-n392","392","1.2","55.0","1","true"
"4-n393","393","0.4","5.2","1","true"
"4-n394","394","0.8","23.0","1","true"
"4-n395","395","1.7","84.5","1","true"
"4-n396","396","0.3","2.0","1","true"
"4-n397","397","0.6","15.5","1","true"
"4-n398","398","1.2","24.9","1","true"
"4-n399","399","0.5","20.0","1","true"
"4-n3m","003","2.4","155.5","1","true"
"4-n4","004","0.6","8.5","1","true"
"4-n40","040","1.0","12.0","1","true"
"4-n400","400","1.0","31.5","1","true"
"4-n401","401","0.3","2.2","1","true"
"4-n402","402","1.0","25.5","1","true"
"4-n403","403","0.5","9.5","1","true"
"4-n404","404","0.9","30.5","1","true"
"4-n405","405","1.4","42.0","1","true"
"4-n406","406","0.2","1.2","1","true"
"4-n407","407","0.9","14.5","1","true"
"4-n408","408","0.9","31.5","1","true"
"4-n409","409","1.6","102.5","1","true"
"4-n41","041","0.8","7.5","1","true"
"4-n410","410","0.5","57.0","1","true"
"4-n411","411","1.3","149.5","1","true"
"4-n412","412","0.2","3.4","1","true"
"4-n413","413","0.5","6.5","1","true"
"4-n413d","413","0.5","6.5","1","true"
"4-n413s","413","0.5","6.5","1","true"
"4-n414","414","0.9","23.3","1","true"
"4-n415","415","0.3","5.5","1","true"
"4-n416","416","1.2","38.5","1","true"
"4-n417","417","0.4","3.9","1","true"
"4-n418","418","0.7","29.5","1","true"
"4-n419","419","1.1","33.5","1","true"
"4-n42","042","1.6","55.0","1","true"
"4-n420","420","0.4","3.3","1","true"
"4-n421","421","0.5","9.3","1","true"
"4-n422","422","0.3","6.3","1","true"
"4-n423","423","0.9","29.9","1","true"
"4-n424","424","1.2","20.3","1","true"
"4-n425","425","0.4","1.2","1","true"
"4-n426","426","1.2","15.0","1","true"
"4-n427","427","0.4","5.5","1","true"
"4-n428","428","1.2","33.3","1","true"
"4-n428m","428","1.3","28.3","1","true"
"4-n429","429","0.9","4.4","1","true"
"4-n43","043","0.5","5.4","1","true"
"4-n430","430","0.9","27.3","1","true"
"4-n431","431","0.5","3.9","1","true"
"4-n432","432","1.0","43.8","1","true"
"4-n433","433","0.2","0.6","1","true"
"4-n434","434","0.4","19.2","1","true"
"4-n435","435","1.0","38.0","1","true"
"4-n436","436","0.5","60.5","1","true"
"4-n437","437","1.3","187.0","1","true"
"4-n438","438","0.5","15.0","1","true"
"4-n439","439","0.6","13.0","1","true"
"4-n44","044","0.8","8.6","1","true"
"4-n440","440","0.6","24.4","1","true"
"4-n441","441","0.5","1.9","1","true"
"4-n442","442","1.0","108.0","1","true"
"4-n443","443","0.7","20.5","1","true"
"4-n444","444","1.4","56.0","1","true"
"4-n445","445","1.9","95.0","1","true"
"4-n445m","445","1.9","95.0","1","true"
"4-n446","446","0.6","105.0","1","true"
"4-n447","447","0.7","20.2","1","true"
"4-n448","448","1.2","54.0","1","true"
"4-n448m","448","1.3","57.5","1","true"
"4-n449","449","0.8","49.5","1","true"
"4-n45","045","1.2","18.6","1","true"
"4-n450","450","2.0","300.0","1","true"
"4-n451","451","0.8","12.0","1","true"
"4-n452","452","1.3","61.5","1","true"
"4-n453","453","0.7","23.0","1","true"
"4-n454","454","1.3","44.4","1","true"
"4-n455","455","1.4","27.0","1","true"
"4-n456","456","0.4","7.0","1","true"
"4-n457","457","1.2","24.0","1","true"
"4-n458","458","1.0","65.0","1","true"
"4-n459","459","1.0","50.5","1","true"
"4-n46","046","0.3","5.4","1","true"
"4-n460","460","2.2","135.5","1","true"
"4-n460m","460","2.7","185.0","1","true"
"4-n461","461","1.1","34.0","1","true"
"4-n462","462","1.2","180.0","1","true"
"4-n463","463","1.7","140.0","1","true"
"4-n464","464","2.4","282.8","1","true"
"4-n465","465","2.0","128.6","1","true"
"4-n466","466","1.8","138.6","1","true"
"4-n467","467","1.6","68.0","1","true"
"4-n468","468","1.5","38.0","1","true"
"4-n469","469","1.9","51.5","1","true"
"4-n47","047","1.0","29.5","1","true"
"4-n470","470","1.0","25.5","1","true"
"4-n471","471","0.8","25.9","1","true"
"4-n472","472","2.0","42.5","1","true"
"4-n473","473","2.5","291.0","1","true"
"4-n474","474","0.9","34.0","1","true"
"4-n475","475","1.6","52.0","1","true"
"4-n475m","475","1.6","56.4","1","true"
"4-n476","476","1.4","340.0","1","true"
"4-n477","477","2.2","106.6","1","true"
"4-n478","478","1.3","26.6","1","true"
"4-n479","479","0.3","0.3","1","true"
"4-n479c","479","0.3","0.3","1","true"
"4-n479f","479","0.3","0.3","1","true"
"4-n479h","479","0.3","0.3","1","true"
"4-n479s","479","0.3","0.3","1","true"
"4-n479w","479","0.3","0.3","1","true"
"4-n48","048","1.0","30.0","1","true"
"4-n480","480","0.3","0.3","1","true"
"4-n481","481","0.3","0.3","1","true"
"4-n482","482","0.3","0.3","1","true"
"4-n483","483","5.4","683.0","1","true"
"4-n483o","483","7.0","850.0","1","true"
"4-n484","484","4.2","336.0","1","true"
"4-n484o","484","6.3","660.0","1","true"
"4-n485","485","1.7","430.0","1","true"
"4-n486","486","3.7","420.0","1","true"
"4-n487","487","4.5","750.0","1","true"
"4-n487o","487","6.9","650.0","1","true"
"4-n488","488","1.5","85.6","1","true"
"4-n489","489","0.4","3.1","1","true"
"4-n49","049","1.5","12.5","1","true"
"4-n490","490","0.3","1.4","1","true"
"4-n491","491","1.5","50.5","1","true"
"4-n492","492","0.2","2.1","1","true"
"4-n492s","492","0.4","5.2","1","true"
"4-n493","493","3.2","320.0","1","true"
"4-n494","494","0.4","4.0","1","true"
"4-n495","495","0.6","8.1","1","true"
"4-n496","496","0.8","16.0","1","true"
"4-n497","497","3.3","63.0","1","true"
"4-n498","498","0.5","9.9","1","true"
"4-n499","499","1.0","55.5","1","true"
"4-n5","005","1.1","19.0","1","true"
"4-n50","050","0.2","0.8","1","true"
"4-n500","500","1.6","150.0","1","true"
"4-n501","501","0.5","5.9","1","true"
"4-n502","502","0.8","24.5","1","true"
"4-n503","503","1.5","94.6","1","true"
"4-n503h","503","1.5","58.2","1","true"
"4-n504","504","0.5","11.6","1","true"
"4-n505","505","1.1","27.0","1","true"
"4-n506","506","0.4","4.1","1","true"
"4-n507","507","0.9","14.7","1","true"
"4-n508","508","1.2","61.0","1","true"
"4-n509","509","0.4","10.1","1","true"
"4-n50a","050","0.2","1.0","1","true"
"4-n51","051","0.7","33.3","1","true"
"4-n510","510","1.1","37.5","1","true"
"4-n511","511","0.6","10.5","1","true"
"4-n512","512","1.1","30.5","1","true"
"4-n513","513","0.6","11.0","1","true"
"4-n514","514","1.0","28.0","1","true"
"4-n515","515","0.6","13.5","1","true"
"4-n516","516","1.0","29.0","1","true"
"4-n517","517","0.6","23.3","1","true"
"4-n518","518","1.1","60.5","1","true"
"4-n519","519","0.3","2.1","1","true"
"4-n51a","051","0.7","66.6","1","true"
"4-n52","052","0.4","4.2","1","true"
"4-n520","520","0.6","15.0","1","true"
"4-n521","521","1.2","29.0","1","true"
"4-n522","522","0.8","29.8","1","true"
"4-n523","523","1.6","79.5","1","true"
"4-n524","524","0.4","18.0","1","true"
"4-n525","525","0.9","102.0","1","true"
"4-n526","526","1.7","260.0","1","true"
"4-n527","527","0.4","2.1","1","true"
"4-n528","528","0.9","10.5","1","true"
"4-n529","529","0.3","8.5","1","true"
"4-n52a","052","0.4","4.2","1","true"
"4-n52g","052","0.4","7.5","1","true"
"4-n53","053","1.0","32.0","1","true"
"4-n530","530","0.7","40.4","1","true"
"4-n531","531","1.1","31.0","1","true"
"4-n531m","531","1.5","32.0","1","true"
"4-n532","532","0.6","12.5","1","true"
"4-n533","533","1.2","40.0","1","true"
"4-n534","534","1.4","87.0","1","true"
"4-n535","535","0.5","4.5","1","true"
"4-n536","536","0.8","17.0","1","true"
"4-n537","537","1.5","62.0","1","true"
"4-n538","538","1.3","55.5","1","true"
"4-n539","539","1.4","51.0","1","true"
"4-n53a","053","1.1","33.0","1","true"
"4-n54","054","0.8","19.6","1","true"
"4-n540","540","0.3","2.5","1","true"
"4-n541","541","0.5","7.3","1","true"
"4-n542","542","1.2","20.5","1","true"
"4-n543","543","0.4","5.3","1","true"
"4-n544","544","1.2","58.5","1","true"
"4-n545","545","2.5","200.5","1","true"
"4-n546","546","0.3","0.6","1","true"
"4-n547","547","0.7","6.6","1","true"
"4-n548","548","0.5","6.6","1","true"
"4-n549","549","1.1","16.3","1","true"
"4-n549h","549","1.2","19.2","1","true"
"4-n55","055","1.7","76.6","1","true"
"4-n550","550","1.0","18.0","1","true"
"4-n550f","550","1.0","18.0","1","true"
"4-n550w","550","1.0","18.0","1","true"
"4-n551","551","0.7","15.2","1","true"
"4-n552","552","1.0","33.4","1","true"
"4-n553","553","1.5","96.3","1","true"
"4-n554","554","0.6","37.5","1","true"
"4-n554g","554","0.7","40.0","1","true"
"4-n555","555","1.3","92.9","1","true"
"4-n555f","555","1.3","92.9","1","true"
"4-n555g","555","1.7","120.0","1","true"
"4-n555h","555","1.7","120.0","1","true"
"4-n556","556","1.0","28.0","1","true"
"4-n557","557","0.3","14.5","1","true"
"4-n558","558","1.4","200.0","1","true"
"4-n559","559","0.6","11.8","1","true"
"4-n56","056","0.5","28.0","1","true"
"4-n560","560","1.1","30.0","1","true"
"4-n561","561","1.4","14.0","1","true"
"4-n562","562","0.5","1.5","1","true"
"4-n562g","562","0.5","1.5","1","true"
"4-n563","563","1.7","76.5","1","true"
"4-n564","564","0.7","16.5","1","true"
"4-n565","565","1.2","81.0","1","true"
"4-n566","566","0.5","9.5","1","true"
"4-n567","567","1.4","32.0","1","true"
"4-n568","568","0.6","31.0","1","true"
"4-n569","569","1.9","107.3","1","true"
"4-n57","057","1.0","32.0","1","true"
"4-n570","570","0.7","12.5","1","true"
"4-n570h","570","0.7","12.5","1","true"
"4-n571","571","1.6","81.1","1","true"
"4-n571h","571","1.6","73.0","1","true"
"4-n572","572","0.4","5.8","1","true"
"4-n573","573","0.5","7.5","1","true"
"4-n574","574","0.4","5.8","1","true"
"4-n575","575","0.7","18.0","1","true"
"4-n576","576","1.5","44.0","1","true"
"4-n577","577","0.3","1.0","1","true"
"4-n578","578","0.6","8.0","1","true"
"4-n579","579","1.0","20.1","1","true"
"4-n58","058","0.7","19.0","1","true"
"4-n580","580","0.5","5.5","1","true"
"4-n581","581","1.3","24.2","1","true"
"4-n582","582","0.4","5.7","1","true"
"4-n583","583","1.1","41.0","1","true"
"4-n584","584","1.3","57.5","1","true"
"4-n585","585","0.6","19.5","1","true"
"4-n586","586","1.9","92.5","1","true"
"4-n587","587","0.4","5.0","1","true"
"4-n588","588","0.5","5.9","1","true"
"4-n589","589","1.0","33.0","1","true"
"4-n58h","058","0.8","22.7","1","true"
"4-n59","059","1.9","155.0","1","true"
"4-n590","590","0.2","1.0","1","true"
"4-n591","591","0.6","10.5","1","true"
