"id","no","height","weight","order","isDefault"
"2-n142","142","18","590","142","true"
"2-n142m","142","21","790","142","false"
"2-n143","143","21","4600","143","true"
"2-n144","144","17","554","144","true"
"2-n145","145","16","526","145","true"
"2-n146","146","20","600","146","true"
"2-n147","147","18","33","147","true"
"2-n148","148","40","165","148","true"
"2-n149","149","22","2100","149","true"
"2-n150","150","20","1220","150","true"
"2-n150x","150","23","1270","150","false"
"2-n150y","150","15","330","150","false"
"2-n151","151","4","40","151","true"
