"id","no","height","weight","order","isDefault"
"n88a","088","570","500","88","false"
"n89","089","12","300","89","true"
"n89a","089","580","510","89","false"
"n90","090","1380","1150","90","true"
"n91","091","1390","1160","91","true"
"n92","092","730","610","92","true"
"n93","093","740","620","93","true"
"n94","094","750","630","94","true"
"n94m","094","750","630","94","false"
"n95","095","88","2100","95","true"
"n96","096","660","540","96","true"
"n97","097","670","550","97","true"
"n98","098","4","65","98","true"
"n99","099","13","600","99","true"
"n100","100","5","104","100","true"
"n101","101","12","666","101","true"
"n102","102","3550","2690","102","true"
"n103","103","20","1200","103","true"
"n103a","103","3560","2700","103","false"
"n104","104","1970","1630","104","true"
"n105","105","10","450","105","true"
"n105a","105","1980","1640","105","false"
"n106","106","15","498","106","true"
"n107","107","14","502","107","true"
"n108","108","3750","12","108","true"
"n109","109","6","10","109","true"
"n110","110","12","95","110","true"
"n111","111","10","1150","111","true"
"n112","112","19","1200","112","true"
"n113","113","400","330","113","true"
"n114","114","10","350","114","true"
"n115","115","1990","1650","115","true"
"n115m","115","1990","1650","115","false"
"n116","116","4","80","116","true"
"n117","117","12","250","117","true"
"n118","118","1860","1530","118","true"
"n119","119","1870","1540","119","true"
"n120","120","2230","1840","120","true"
"n121","121","2240","1850","121","true"
"n122","122","600","13","122","true"
"n123","123","3650","2750","123","true"
"n124","124","1100","14","124","true"
"n125","125","2960","2270","125","true"
"n126","126","2010","1670","126","true"
"n127","127","2110","1750","127","true"
"n127m","127","2110","1750","127","false"
"n128","128","1700","1370","128","true"
"n129","129","1110","910","129","true"
"n130","130","1120","920","130","true"
"n130m","130","1120","920","130","false"
"n131","131","3530","2680","131","true"
"n132","132","2710","2090","132","true"
"n133","133","1530","1230","133","true"
"n134","134","1540","1240","134","true"
"n135","135","1550","1250","135","true"
"n136","136","1560","1260","136","true"
"n137","137","2810","2170","137","true"
"n138","138","2270","4","138","true"
"n139","139","2280","10","139","true"
"n140","140","2290","5","140","true"
"n141","141","2300","13","141","true"
"n142","142","3820","2840","142","true"
"n142m","142","3820","2840","142","false"
"n143","143","430","360","143","true"
"n144","144","17","554","144","true"
"n145","145","16","526","145","true"
"n146","146","20","600","146","true"
"n147","147","3790","2810","147","true"
"n148","148","3800","2820","148","true"
"n149","149","3810","2830","149","true"
"n150","150","20","1220","150","true"
"n150x","150","23","1270","150","false"
"n150y","150","15","330","150","false"
"n151","151","4","40","151","true"
"n152","152","9","64","152","true"
"n153","153","12","158","153","true"
"n154","154","18","1005","154","true"
"n155","155","5","79","155","true"
"n156","156","9","190","156","true"
"n157","157","17","795","157","true"
"n158","158","6","95","158","true"
"n159","159","11","250","159","true"
"n160","160","23","888","160","true"
"n161","161","8","60","161","true"
"n162","162","18","325","162","true"
"n163","163","2120","7","163","true"
"n164","164","2130","16","164","true"
"n165","165","200","200","165","true"
"n166","166","210","210","166","true"
"n167","167","220","220","167","true"
"n168","168","230","230","168","true"
"n169","169","820","700","169","true"
"n170","170","2570","2010","170","true"
"n171","171","2580","2020","171","true"
"n172","172","310","240","172","true"
"n173","173","2720","2100","173","true"
"n174","174","1670","1340","174","true"
"n175","175","3","15","175","true"
"n176","176","6","32","176","true"
"n177","177","2520","2","177","true"
"n178","178","2530","15","178","true"
"n179","179","1620","6","179","true"
"n180","180","1630","8","180","true"
"n181","181","1640","14","181","true"
"n181m","181","1640","14","181","false"
"n182","182","4","58","182","true"
"n183","183","4","85","183","true"
"n184","184","8","285","184","true"
"n185","185","380","310","185","true"
"n186","186","1850","1520","186","true"
"n187","187","4","5","187","true"
"n188","188","6","10","188","true"
"n189","189","8","30","189","true"
"n190","190","3680","8","190","true"
"n191","191","3","18","191","true"
"n192","192","8","85","192","true"
"n193","193","12","380","193","true"
"n194","194","4","85","194","true"
"n195","195","14","750","195","true"
"n196","196","1570","1270","196","true"
"n197","197","1580","1280","197","true"
"n198","198","780","2770","198","true"
"n199","199","460","390","199","true"
"n200","200","3720","660","200","true"
"n201","201","5","50","201","true"
"n202","202","13","285","202","true"
"n203","203","15","415","203","true"
"n204","204","2680","6","204","true"
"n205","205","2690","12","205","true"
"n206","206","630","15","206","true"
"n207","207","11","648","207","true"
"n208","208","92","4000","208","true"
"n208m","208","105","7400","208","false"
"n209","209","3390","2580","209","true"
"n210","210","3400","2590","210","true"
"n211","211","5","39","211","true"
"n212","212","3660","2760","212","true"
"n212m","212","3660","2760","212","false"
"n213","213","6","205","213","true"
"n214","214","3670","15","214","true"
"n214m","214","3670","17","214","false"
"n215","215","3260","2490","215","true"
"n216","216","6","88","216","true"
"n217","217","18","1258","217","true"
"n218","218","7","350","218","true"
"n219","219","8","550","219","true"
"n220","220","4","65","220","true"
"n221","221","11","558","221","true"
"n222","222","1350","1120","222","true"
"n223","223","1430","6","223","true"
"n224","224","1440","9","224","true"
"n225","225","950","810","225","true"
"n226","226","1460","21","226","true"
"n227","227","2700","2080","227","true"
"n228","228","2890","6","228","true"
"n229","229","2900","14","229","true"
"n229m","229","2900","19","229","false"
"n230","230","18","1520","230","true"
"n231","231","5","335","231","true"
"n232","232","11","1200","232","true"
"n233","233","2820","2180","233","true"
"n234","234","14","712","234","true"
"n235","235","700","580","235","true"
"n236","236","7","210","236","true"
"n237","237","14","480","237","true"
"n238","238","1090","4","238","true"
"n239","239","2950","2260","239","true"
"n240","240","2000","1660","240","true"
"n241","241","1710","1380","241","true"
"n242","242","410","340","242","true"
"n243","243","19","1780","243","true"
"n244","244","21","1980","244","true"
"n245","245","20","1870","245","true"
"n246","246","2470","6","246","true"
"n247","247","2480","12","247","true"
"n248","248","2490","20","248","true"
"n248m","248","2490","25","248","false"
"n249","249","52","2160","249","true"
"n250","250","38","1990","250","true"
"n251","251","6","50","251","true"
"n252","252","5","50","252","true"
"n253","253","9","216","253","true"
"n254","254","17","522","254","true"
"n254m","254","19","552","254","false"
"n255","255","4","25","255","true"
"n256","256","9","195","256","true"
"n257","257","19","520","257","true"
"n257m","257","19","520","257","false"
"n258","258","4","76","258","true"
"n259","259","7","280","259","true"
"n260","260","15","819","260","true"
"n260m","260","19","1020","260","false"
"n261","261","5","136","261","true"
"n262","262","10","370","262","true"
"n263","263","4","175","263","true"
"n264","264","5","325","264","true"
"n265","265","3","36","265","true"
"n266","266","6","100","266","true"
"n267","267","10","284","267","true"
"n268","268","7","115","268","true"
"n269","269","12","316","269","true"
"n270","270","5","26","270","true"
"n271","271","12","325","271","true"
"n272","272","15","550","272","true"
"n273","273","5","40","273","true"
"n274","274","10","280","274","true"
"n275","275","13","596","275","true"
"n276","276","3","23","276","true"
"n277","277","7","198","277","true"
"n278","278","470","400","278","true"
"n279","279","480","410","279","true"
"n280","280","4","66","280","true"
"n281","281","8","202","281","true"
"n282","282","16","484","282","true"
"n282m","282","16","484","282","false"
"n283","283","1720","1390","283","true"
"n284","284","1730","1400","284","true"
"n285","285","4","45","285","true"
"n286","286","12","392","286","true"
"n287","287","8","240","287","true"
"n288","288","14","465","288","true"
"n289","289","20","1305","289","true"
"n290","290","5","55","290","true"
"n291","291","8","120","291","true"
"n292","292","8","12","292","true"
"n293","293","6","163","293","true"
"n294","294","10","405","294","true"
"n295","295","15","840","295","true"
"n296","296","680","560","296","true"
"n297","297","690","570","297","true"
"n298","298","2","20","298","true"
"n299","299","2540","1980","299","true"
"n300","300","6","110","300","true"
"n301","301","11","326","301","true"
"n302","302","1240","1020","302","true"
"n302m","302","1240","1020","302","false"
"n303","303","1250","6","303","true"
"n303m","303","1250","10","303","false"
"n304","304","4","600","304","true"
"n305","305","9","1200","305","true"
"n306","306","21","3600","306","true"
"n306m","306","22","3950","306","false"
"n307","307","6","112","307","true"
"n308","308","13","315","308","true"
"n308m","308","13","315","308","false"
"n309","309","2930","6","309","true"
"n310","310","2940","15","310","true"
"n310m","310","2940","18","310","false"
"n311","311","4","42","311","true"
"n312","312","4","42","312","true"
"n313","313","7","177","313","true"
"n314","314","6","177","314","true"
"n315","315","3","20","315","true"
"n316","316","4","103","316","true"
"n317","317","17","800","317","true"
"n318","318","3450","2640","318","true"
"n319","319","3460","2650","319","true"
"n319m","319","3460","2650","319","false"
"n320","320","3510","2660","320","true"
"n321","321","3520","2670","321","true"
"n322","322","7","240","322","true"
"n323","323","19","2200","323","true"
"n323m","323","25","3205","323","false"
"n324","324","2870","2230","324","true"
"n325","325","7","306","325","true"
"n326","326","9","715","326","true"
"n327","327","1280","1050","327","true"
"n328","328","3040","2350","328","true"
"n329","329","3050","2360","329","true"
"n330","330","3060","2370","330","true"
"n331","331","4","513","331","true"
"n332","332","13","774","332","true"
"n333","333","4","12","333","true"
"n334","334","11","206","334","true"
"n334m","334","15","206","334","false"
"n335","335","13","403","335","true"
"n336","336","27","525","336","true"
"n337","337","10","1680","337","true"
"n338","338","12","1540","338","true"
"n339","339","1130","930","339","true"
"n340","340","1140","940","340","true"
"n341","341","3570","6","341","true"
"n342","342","3580","11","342","true"
"n343","343","3100","5","343","true"
"n344","344","3110","15","344","true"
"n345","345","2310","10","345","true"
"n346","346","2320","15","346","true"
"n347","347","2330","7","347","true"
"n348","348","2340","15","348","true"
"n349","349","1890","1550","349","true"
"n350","350","1900","1560","350","true"
"n351","351","2200","1810","351","true"
"n352","352","2140","10","352","true"
"n353","353","3160","6","353","true"
"n354","354","3170","11","354","true"
"n354m","354","3170","12","354","false"
"n355","355","8","150","355","true"
"n356","356","16","306","356","true"
"n357","357","3540","20","357","true"
"n358","358","6","10","358","true"
"n359","359","3220","2450","359","true"
"n359m","359","3220","2450","359","false"
"n360","360","6","140","360","true"
"n361","361","3230","2460","361","true"
"n362","362","3240","2470","362","true"
"n362m","362","3240","2470","362","false"
"n363","363","8","395","363","true"
"n364","364","11","876","364","true"
"n365","365","14","1506","365","true"
"n366","366","1400","4","366","true"
"n367","367","1410","17","367","true"
"n368","368","1420","18","368","true"
"n369","369","3430","2620","369","true"
"n370","370","1340","1110","370","true"
"n371","371","1470","1170","371","true"
"n372","372","1480","1180","372","true"
"n373","373","1490","1190","373","true"
"n373m","373","1490","1190","373","false"
"n374","374","2780","2140","374","true"
"n375","375","2790","2150","375","true"
"n376","376","2800","2160","376","true"
"n376m","376","2800","2160","376","false"
"n377","377","17","2300","377","true"
"n378","378","18","1750","378","true"
"n379","379","19","2050","379","true"
"n380","380","14","400","380","true"
"n380m","380","18","520","380","false"
"n381","381","20","600","381","true"
"n381m","381","23","700","381","false"
"n382","382","45","3520","382","true"
"n382p","382","98","4300","382","false"
"n383","383","35","9500","383","true"
"n383p","383","50","9997","383","false"
"n384","384","70","2065","384","true"
"n384m","384","108","3920","384","false"
"n385","385","3","11","385","true"
"n386","386","17","608","386","true"
"n386a","386","17","608","386","false"
"n386d","386","17","608","386","false"
"n386s","386","17","608","386","false"
"n387","387","4","102","387","true"
"n388","388","11","970","388","true"
"n389","389","22","3100","389","true"
"n390","390","5","62","390","true"
"n391","391","9","220","391","true"
"n392","392","12","550","392","true"
"n393","393","4","52","393","true"
"n394","394","8","230","394","true"
"n395","395","17","845","395","true"
"n396","396","3","20","396","true"
"n397","397","6","155","397","true"
"n398","398","12","249","398","true"
"n399","399","5","200","399","true"
"n400","400","10","315","400","true"
"n401","401","3","22","401","true"
"n402","402","10","255","402","true"
"n403","403","5","95","403","true"
"n404","404","9","305","404","true"
"n405","405","14","420","405","true"
"n406","406","2","12","406","true"
"n407","407","9","145","407","true"
"n408","408","2350","1880","408","true"
"n409","409","2360","1890","409","true"
"n410","410","2370","1900","410","true"
"n411","411","2380","1910","411","true"
"n412","412","2","34","412","true"
"n413","413","5","65","413","true"
"n413s","413","5","65","413","false"
"n413d","413","5","65","413","false"
"n414","414","9","233","414","true"
"n415","415","3","55","415","true"
"n416","416","12","385","416","true"
"n417","417","4","39","417","true"
"n418","418","7","295","418","true"
"n419","419","11","335","419","true"
"n420","420","4","33","420","true"
"n421","421","5","93","421","true"
"n422","422","3410","2600","422","true"
"n423","423","3420","2610","423","true"
"n424","424","3690","12","424","true"
"n425","425","760","640","425","true"
"n426","426","770","650","426","true"
"n427","427","240","4","427","true"
"n428","428","250","12","428","true"
"n428m","428","250","13","428","false"
"n429","429","3730","670","429","true"
"n430","430","790","2780","430","true"
"n431","431","5","39","431","true"
"n432","432","10","438","432","true"
"n433","433","2","6","433","true"
"n434","434","4","192","434","true"
"n435","435","10","380","435","true"
"n436","436","5","605","436","true"
"n437","437","13","1870","437","true"
"n438","438","370","300","438","true"
"n439","439","590","6","439","true"
"n440","440","390","320","440","true"
"n441","441","5","19","441","true"
"n442","442","10","1080","442","true"
"n443","443","3070","2380","443","true"
"n444","444","3080","2390","444","true"
"n445","445","3090","2400","445","true"
"n445m","445","3090","2400","445","false"
"n446","446","420","350","446","true"
"n447","447","3770","2790","447","true"
"n448","448","3780","2800","448","true"
"n448m","448","3780","2800","448","false"
"n449","449","8","495","449","true"
"n450","450","20","3000","450","true"
"n451","451","8","120","451","true"
"n452","452","13","615","452","true"
"n453","453","7","230","453","true"
"n454","454","13","444","454","true"
"n455","455","14","270","455","true"
"n456","456","1310","1080","456","true"
"n457","457","1320","1090","457","true"
"n458","458","1450","10","458","true"
"n459","459","10","505","459","true"
"n460","460","22","1355","460","true"
"n460m","460","27","1850","460","false"
"n461","461","3270","2500","461","true"
"n462","462","560","490","462","true"
"n463","463","3760","17","463","true"
"n464","464","24","2828","464","true"
"n465","465","20","1286","465","true"
"n466","466","2970","2280","466","true"
"n467","467","2020","1680","467","true"
"n468","468","15","380","468","true"
"n469","469","19","515","469","true"
"n470","470","1590","1290","470","true"
"n471","471","1600","1300","471","true"
"n472","472","20","425","472","true"
"n473","473","25","2910","473","true"
"n474","474","2830","2190","474","true"
"n475","475","16","520","475","true"
"n475m","475","16","564","475","false"
"n476","476","2550","1990","476","true"
"n477","477","22","1066","477","true"
"n478","478","3250","2480","478","true"
"n479","479","3","3","479","true"
"n479h","479","3","3","479","false"
"n479w","479","3","3","479","false"
"n479f","479","3","3","479","false"
"n479s","479","3","3","479","false"
"n479c","479","3","3","479","false"
"n480","480","3","3","480","true"
"n481","481","3","3","481","true"
"n482","482","3","3","482","true"
"n483","483","54","6830","483","true"
"n484","484","42","3360","484","true"
"n485","485","17","4300","485","true"
"n486","486","37","4200","486","true"
"n487","487","45","7500","487","true"
"n487o","487","69","6500","487","false"
"n488","488","15","856","488","true"
"n489","489","4","31","489","true"
"n490","490","3","14","490","true"
"n491","491","15","505","491","true"
"n492","492","2","21","492","true"
"n492s","492","4","52","492","false"
"n493","493","32","3200","493","true"
"n494","494","4","40","494","true"
"n495","495","6","81","495","true"
"n496","496","8","160","496","true"
"n497","497","33","630","497","true"
"n498","498","5","99","498","true"
"n499","499","10","555","499","true"
"n500","500","16","1500","500","true"
"n501","501","5","59","501","true"
"n502","502","8","245","502","true"
"n503","503","15","946","503","true"
"n504","504","5","116","504","true"
"n505","505","11","270","505","true"
"n506","506","1500","1200","506","true"
"n507","507","1510","1210","507","true"
"n508","508","1520","1220","508","true"
"n509","509","4","101","509","true"
"n510","510","11","375","510","true"
"n511","511","6","105","511","true"
"n512","512","11","305","512","true"
"n513","513","6","110","513","true"
"n514","514","10","280","514","true"
"n515","515","6","135","515","true"
"n516","516","10","290","516","true"
"n517","517","6","233","517","true"
"n518","518","11","605","518","true"
"n519","519","3","21","519","true"
"n520","520","6","150","520","true"
"n521","521","12","290","521","true"
"n522","522","8","298","522","true"
"n523","523","16","795","523","true"
"n524","524","1200","980","524","true"
"n525","525","1210","990","525","true"
"n526","526","1220","1000","526","true"
"n527","527","4","21","527","true"
"n528","528","9","105","528","true"
"n529","529","3","85","529","true"
"n530","530","7","404","530","true"
"n531","531","11","310","531","true"
"n531m","531","15","320","531","false"
"n532","532","6","125","532","true"
"n533","533","12","400","533","true"
"n534","534","14","870","534","true"
"n535","535","5","45","535","true"
"n536","536","8","170","536","true"
"n537","537","15","620","537","true"
"n538","538","13","555","538","true"
"n539","539","14","510","539","true"
"n540","540","3","25","540","true"
"n541","541","5","73","541","true"
"n542","542","12","205","542","true"
"n543","543","4","53","543","true"
"n544","544","12","585","544","true"
"n545","545","25","2005","545","true"
"n546","546","1050","870","546","true"
"n547","547","1060","880","547","true"
"n548","548","1030","850","548","true"
"n549","549","1040","860","549","true"
"n550","550","1880","10","550","true"
"n550f","550","1880","10","550","false"
"n551","551","3010","2320","551","true"
"n552","552","3020","2330","552","true"
"n553","553","3030","2340","553","true"
"n554","554","6","375","554","true"
"n555","555","13","929","555","true"
"n555f","555","13","929","555","false"
"n556","556","10","280","556","true"
"n557","557","3","145","557","true"
"n558","558","14","2000","558","true"
"n559","559","3350","6","559","true"
"n560","560","3360","11","560","true"
"n561","561","14","140","561","true"
"n562","562","5","15","562","true"
"n563","563","17","765","563","true"
"n564","564","2410","1940","564","true"
"n565","565","2420","1950","565","true"
"n566","566","2390","1920","566","true"
"n567","567","2400","1930","567","true"
"n568","568","2640","2060","568","true"
"n569","569","2650","2070","569","true"
"n570","570","280","7","570","true"
"n571","571","290","16","571","true"
"n572","572","2660","4","572","true"
"n573","573","2670","5","573","true"
"n574","574","4","58","574","true"
"n575","575","7","180","575","true"
"n576","576","15","440","576","true"
"n577","577","3","10","577","true"
"n578","578","6","80","578","true"
"n579","579","10","201","579","true"
"n580","580","5","55","580","true"
"n581","581","13","242","581","true"
"n582","582","3320","2550","582","true"
"n583","583","3330","2560","583","true"
"n584","584","3340","2570","584","true"
"n585","585","6","195","585","true"
"n586","586","19","925","586","true"
"n587","587","3640","2740","587","true"
"n588","588","5","59","588","true"
"n589","589","10","330","589","true"
"n590","590","2","10","590","true"
"n591","591","6","105","591","true"
"n592","592","3180","12","592","true"
"n593","593","3190","22","593","true"
"n594","594","1910","1570","594","true"
"n595","595","1","6","595","true"
"n596","596","8","143","596","true"
"n597","597","6","188","597","true"
"n598","598","10","1100","598","true"
"n599","599","3","210","599","true"
"n600","600","6","510","600","true"
"n601","601","6","810","601","true"
"n602","602","2","3","602","true"
"n603","603","12","220","603","true"
"n604","604","21","805","604","true"
"n605","605","2750","5","605","true"
"n606","606","2760","10","606","true"
"n607","607","3","31","607","true"
"n608","608","6","130","608","true"
"n609","609","10","343","609","true"
"n610","610","6","180","610","true"
"n611","611","10","360","611","true"
"n612","612","18","1055","612","true"
"n613","613","5","85","613","true"
"n614","614","26","2600","614","true"
"n615","615","11","1480","615","true"
"n616","616","4","77","616","true"
"n617","617","8","253","617","true"
"n618","618","7","110","618","true"
"n619","619","3590","9","619","true"
"n620","620","3600","14","620","true"
"n621","621","3740","16","621","true"
"n622","622","3120","10","622","true"
"n623","623","3130","28","623","true"
"n624","624","3370","5","624","true"
"n625","625","3380","16","625","true"
"n626","626","16","946","626","true"
"n627","627","890","750","627","true"
"n628","628","900","760","628","true"
"n629","629","910","770","629","true"
"n630","630","920","780","630","true"
"n631","631","14","580","631","true"
"n632","632","3","330","632","true"
"n633","633","8","173","633","true"
"n634","634","14","500","634","true"
"n635","635","18","1600","635","true"
"n636","636","2030","11","636","true"
"n637","637","2040","16","637","true"
"n638","638","21","2500","638","true"
"n639","639","19","2600","639","true"
"n640","640","20","2000","640","true"
"n641","641","15","630","641","true"
"n641a","641","14","630","641","false"
"n642","642","15","610","642","true"
"n642a","642","30","610","642","false"
"n643","643","32","3300","643","true"
"n644","644","29","3450","644","true"
"n645","645","15","680","645","true"
"n645a","645","13","680","645","false"
"n646","646","30","3250","646","true"
"n646w","646","36","3250","646","false"
"n646b","646","33","3250","646","false"
"n647","647","14","485","647","true"
"n647k","647","14","485","647","false"
"n648","648","6","65","648","true"
"n648f","648","6","65","648","false"
"n649","649","15","825","649","true"
"n650","650","4","90","650","true"
"n651","651","7","290","651","true"
"n652","652","16","900","652","true"
"n653","653","4","94","653","true"
"n654","654","10","145","654","true"
"n655","655","15","390","655","true"
"n656","656","3","70","656","true"
"n657","657","6","109","657","true"
"n658","658","15","400","658","true"
"n658f","658","15","400","658","false"
"n659","659","4","50","659","true"
"n660","660","10","424","660","true"
"n661","661","1920","1580","661","true"
"n662","662","1930","1590","662","true"
"n663","663","1940","1600","663","true"
"n664","664","3","25","664","true"
"n665","665","3","84","665","true"
"n666","666","12","170","666","true"
"n667","667","3700","6","667","true"
"n668","668","3710","15","668","true"
"n669","669","1000","1","669","true"
"n670","670","1010","2","670","true"
"n671","671","1020","11","671","true"
"n672","672","9","310","672","true"
"n673","673","17","910","673","true"
"n674","674","2840","2200","674","true"
"n675","675","2850","2210","675","true"
"n676","676","300","12","676","true"
"n677","677","3","35","677","true"
"n678","678","6","85","678","true"
"n678f","678","6","85","678","false"
"n679","679","8","20","679","true"
"n680","680","8","45","680","true"
"n681","681","17","530","681","true"
"n681b","681","17","530","681","false"
"n682","682","2","5","682","true"
"n683","683","8","155","683","true"
"n684","684","4","35","684","true"
"n685","685","8","50","685","true"
"n686","686","260","4","686","true"
"n687","687","270","15","687","true"
"n688","688","5","310","688","true"
"n689","689","13","960","689","true"
"n690","690","3470","5","690","true"
"n691","691","3480","18","691","true"
"n692","692","3490","5","692","true"
"n693","693","3500","13","693","true"
"n694","694","5","60","694","true"
"n695","695","10","210","695","true"
"n696","696","2430","8","696","true"
"n697","697","2440","25","697","true"
"n698","698","2450","13","698","true"
"n699","699","2460","27","699","true"
"n700","700","1610","1310","700","true"
"n701","701","960","8","701","true"
"n702","702","2910","2","702","true"
"n703","703","1230","1010","703","true"
"n704","704","2170","1780","704","true"
"n705","705","2180","1790","705","true"
"n706","706","2190","1800","706","true"
"n707","707","3140","2410","707","true"
"n708","708","2500","1960","708","true"
"n709","709","2510","1970","709","true"
"n710","710","4","50","710","true"
"n710s","710","3","35","710","false"
"n710l","710","5","75","710","false"
"n710k","710","8","150","710","false"
"n711","711","9","125","711","true"
"n711s","711","7","95","711","false"
"n711l","711","11","140","711","false"
"n711k","711","17","390","711","false"
"n712","712","10","995","712","true"
"n713","713","20","5050","713","true"
"n714","714","830","5","714","true"
"n715","715","840","15","715","true"
"n716","716","30","2150","716","true"
"n717","717","58","2030","717","true"
"n718","718","2630","2050","718","true"
"n718t","718","2630","2050","718","false"
"n718c","718","2630","2050","718","false"
"n719","719","7","88","719","true"
"n719m","719","11","278","719","false"
"n720","720","5","90","720","true"
"n720u","720","65","4900","720","false"
"n721","721","17","1950","721","true"
"n722","722","10","10","722","true"
"n723","723","20","20","723","true"
"n724","724","30","30","724","true"
"n725","725","40","40","725","true"
"n726","726","50","50","726","true"
"n727","727","60","60","727","true"
"n728","728","70","70","728","true"
"n729","729","80","80","729","true"
"n730","730","90","90","730","true"
"n731","731","100","100","731","true"
"n732","732","110","110","732","true"
"n733","733","120","120","733","true"
"n734","734","130","130","734","true"
"n735","735","140","140","735","true"
"n736","736","340","270","736","true"
"n737","737","350","280","737","true"
"n738","738","360","290","738","true"
"n739","739","710","590","739","true"
"n740","740","720","600","740","true"
"n741","741","970","820","741","true"
"n741p","741","970","820","741","false"
"n741f","741","970","820","741","false"
"n741m","741","970","820","741","false"
"n742","742","980","830","742","true"
"n743","743","990","840","743","true"
"n744","744","1260","1030","744","true"
"n745","745","1270","1040","745","true"
"n745f","745","1270","1040","745","false"
"n745d","745","1270","8","745","false"
"n746","746","1330","1100","746","true"
"n746f","746","1330","1100","746","false"
"n747","747","1360","1130","747","true"
"n748","748","1370","1140","748","true"
"n749","749","1650","1320","749","true"
"n750","750","1660","1330","750","true"
"n751","751","1740","1410","751","true"
"n752","752","1750","1420","752","true"
"n753","753","1760","1430","753","true"
"n754","754","1770","1440","754","true"
"n755","755","1780","1450","755","true"
"n756","756","1790","1460","756","true"
"n757","757","1950","1610","757","true"
"n758","758","1960","1620","758","true"
"n759","759","2050","1690","759","true"
"n760","760","2060","1700","760","true"
"n761","761","2070","1710","761","true"
"n762","762","2080","1720","762","true"
"n763","763","2090","1730","763","true"
"n764","764","2100","1740","764","true"
"n765","765","2150","1760","765","true"
"n766","766","2160","1770","766","true"
"n767","767","2210","1820","767","true"
"n768","768","2220","1830","768","true"
"n769","769","2250","1860","769","true"
"n770","770","2260","1870","770","true"
"n771","771","2560","2000","771","true"
"n772","772","2590","2030","772","true"
"n773","773","2600","2040","773","true"
"n774","774","2770","2130","774","true"
"n774f","774","2770","2130","774","false"
"n775","775","2860","2220","775","true"
"n776","776","2880","2240","776","true"
"n777","777","2920","2250","777","true"
