"pokemonId","abilityName","isHidden"
"3-n131","シェルアーマー","false"
"3-n132","じゅうなん","false"
"3-n133","にげあし","false"
"3-n133","てきおうりょく","false"
"3-n134","ちょすい","false"
"3-n135","ちくでん","false"
"3-n136","もらいび","false"
"3-n137","トレース","false"
"3-n137","ダウンロード","false"
"3-n138","すいすい","false"
"3-n138","シェルアーマー","false"
"3-n139","すいすい","false"
"3-n139","シェルアーマー","false"
"3-n140","すいすい","false"
"3-n140","カブトアーマー","false"
"3-n141","すいすい","false"
"3-n141","カブトアーマー","false"
"3-n142","いしあたま","false"
"3-n142","プレッシャー","false"
"3-n142m","かたいツメ","false"
"3-n143","めんえき","false"
"3-n143","あついしぼう","false"
"3-n144","プレッシャー","false"
"3-n144g","かちき","false"
"3-n145","プレッシャー","false"
"3-n145g","まけんき","false"
"3-n146","プレッシャー","false"
"3-n146g","ぎゃくじょう","false"
"3-n147","だっぴ","false"
"3-n148","だっぴ","false"
"3-n149","せいしんりょく","false"
"3-n15","むしのしらせ","false"
"3-n150","プレッシャー","false"
"3-n150x","ふくつのこころ","false"
"3-n150y","ふみん","false"
"3-n151","シンクロ","false"
"3-n152","しんりょく","false"
"3-n153","しんりょく","false"
"3-n154","しんりょく","false"
"3-n155","もうか","false"
"3-n156","もうか","false"
"3-n157","もうか","false"
"3-n157h","もうか","false"
"3-n158","げきりゅう","false"
"3-n159","げきりゅう","false"
"3-n15m","てきおうりょく","false"
"3-n16","するどいめ","false"
"3-n16","ちどりあし","false"
"3-n160","げきりゅう","false"
"3-n161","にげあし","false"
"3-n161","するどいめ","false"
"3-n162","にげあし","false"
"3-n162","するどいめ","false"
"3-n163","ふみん","false"
"3-n163","するどいめ","false"
"3-n164","ふみん","false"
"3-n164","するどいめ","false"
"3-n165","むしのしらせ","false"
"3-n165","はやおき","false"
"3-n166","むしのしらせ","false"
"3-n166","はやおき","false"
"3-n167","むしのしらせ","false"
"3-n167","ふみん","false"
"3-n168","むしのしらせ","false"
"3-n168","ふみん","false"
"3-n169","せいしんりょく","false"
"3-n17","するどいめ","false"
"3-n17","ちどりあし","false"
"3-n170","ちくでん","false"
"3-n170","はっこう","false"
"3-n171","ちくでん","false"
"3-n171","はっこう","false"
"3-n172","せいでんき","false"
"3-n173","メロメロボディ","false"
"3-n173","マジックガード","false"
"3-n174","メロメロボディ","false"
"3-n174","かちき","false"
"3-n175","はりきり","false"
"3-n175","てんのめぐみ","false"
"3-n176","はりきり","false"
"3-n176","てんのめぐみ","false"
"3-n177","シンクロ","false"
"3-n177","はやおき","false"
"3-n178","シンクロ","false"
"3-n178","はやおき","false"
"3-n179","せいでんき","false"
"3-n18","するどいめ","false"
"3-n18","ちどりあし","false"
"3-n180","せいでんき","false"
"3-n181","せいでんき","false"
"3-n181m","かたやぶり","false"
"3-n182","ようりょくそ","false"
"3-n183","あついしぼう","false"
"3-n183","ちからもち","false"
"3-n184","あついしぼう","false"
"3-n184","ちからもち","false"
"3-n185","がんじょう","false"
"3-n185","いしあたま","false"
"3-n186","ちょすい","false"
"3-n186","しめりけ","false"
"3-n187","ようりょくそ","false"
"3-n187","リーフガード","false"
"3-n188","ようりょくそ","false"
"3-n188","リーフガード","false"
"3-n189","ようりょくそ","false"
"3-n189","リーフガード","false"
"3-n18m","ノーガード","false"
"3-n19","にげあし","false"
"3-n19","こんじょう","false"
"3-n190","にげあし","false"
"3-n190","ものひろい","false"
"3-n191","ようりょくそ","false"
"3-n191","サンパワー","false"
"3-n192","ようりょくそ","false"
"3-n192","サンパワー","false"
"3-n193","かそく","false"
"3-n193","ふくがん","false"
"3-n194","しめりけ","false"
"3-n194","ちょすい","false"
"3-n195","しめりけ","false"
"3-n195","ちょすい","false"
"3-n196","シンクロ","false"
"3-n197","シンクロ","false"
"3-n198","ふみん","false"
"3-n198","きょううん","false"
"3-n199","どんかん","false"
"3-n199","マイペース","false"
"3-n199g","きみょうなくすり","false"
"3-n199g","マイペース","false"
"3-n19a","くいしんぼう","false"
"3-n19a","はりきり","false"
"3-n20","にげあし","false"
"3-n20","こんじょう","false"
"3-n200","ふゆう","false"
"3-n201","ふゆう","false"
"3-n202","かげふみ","false"
"3-n203","せいしんりょく","false"
"3-n203","はやおき","false"
"3-n204","がんじょう","false"
"3-n205","がんじょう","false"
"3-n206","てんのめぐみ","false"
"3-n206","にげあし","false"
"3-n207","かいりきバサミ","false"
"3-n207","すながくれ","false"
"3-n208","いしあたま","false"
"3-n208","がんじょう","false"
"3-n208m","すなのちから","false"
"3-n209","いかく","false"
"3-n209","にげあし","false"
"3-n20a","くいしんぼう","false"
"3-n20a","はりきり","false"
"3-n21","するどいめ","false"
"3-n210","いかく","false"
"3-n210","はやあし","false"
"3-n211","どくのトゲ","false"
"3-n211","すいすい","false"
"3-n212","むしのしらせ","false"
"3-n212","テクニシャン","false"
"3-n212m","テクニシャン","false"
"3-n213","がんじょう","false"
"3-n213","くいしんぼう","false"
"3-n214","むしのしらせ","false"
"3-n214","こんじょう","false"
"3-n214m","スキルリンク","false"
"3-n215","せいしんりょく","false"
"3-n215","するどいめ","false"
"3-n216","ものひろい","false"
"3-n216","はやあし","false"
"3-n217","こんじょう","false"
"3-n217","はやあし","false"
"3-n218","マグマのよろい","false"
"3-n218","ほのおのからだ","false"
"3-n219","マグマのよろい","false"
"3-n219","ほのおのからだ","false"
"3-n22","するどいめ","false"
"3-n220","どんかん","false"
"3-n220","ゆきがくれ","false"
"3-n221","どんかん","false"
"3-n221","ゆきがくれ","false"
"3-n222","はりきり","false"
"3-n222","しぜんかいふく","false"
"3-n222g","くだけるよろい","false"
"3-n223","はりきり","false"
"3-n223","スナイパー","false"
"3-n224","きゅうばん","false"
"3-n224","スナイパー","false"
"3-n225","やるき","false"
"3-n225","はりきり","false"
"3-n226","すいすい","false"
"3-n226","ちょすい","false"
"3-n227","するどいめ","false"
"3-n227","がんじょう","false"
"3-n228","はやおき","false"
"3-n228","もらいび","false"
"3-n229","はやおき","false"
"3-n229","もらいび","false"
"3-n229m","サンパワー","false"
"3-n23","いかく","false"
"3-n23","だっぴ","false"
"3-n230","すいすい","false"
"3-n230","スナイパー","false"
"3-n231","ものひろい","false"
"3-n232","がんじょう","false"
"3-n233","トレース","false"
"3-n233","ダウンロード","false"
"3-n234","いかく","false"
"3-n234","おみとおし","false"
"3-n235","マイペース","false"
"3-n235","テクニシャン","false"
"3-n236","こんじょう","false"
"3-n236","ふくつのこころ","false"
"3-n237","いかく","false"
"3-n237","テクニシャン","false"
"3-n238","どんかん","false"
"3-n238","よちむ","false"
"3-n239","せいでんき","false"
"3-n24","いかく","false"
"3-n24","だっぴ","false"
"3-n240","ほのおのからだ","false"
"3-n241","あついしぼう","false"
"3-n241","きもったま","false"
"3-n242","しぜんかいふく","false"
"3-n242","てんのめぐみ","false"
"3-n243","プレッシャー","false"
"3-n244","プレッシャー","false"
"3-n245","プレッシャー","false"
"3-n246","こんじょう","false"
"3-n247","だっぴ","false"
"3-n248","すなおこし","false"
"3-n248m","すなおこし","false"
"3-n249","プレッシャー","false"
"3-n25","せいでんき","false"
"3-n250","プレッシャー","false"
"3-n251","しぜんかいふく","false"
"3-n252","しんりょく","false"
"3-n253","しんりょく","false"
"3-n254","しんりょく","false"
"3-n254m","ひらいしん","false"
"3-n255","もうか","false"
"3-n256","もうか","false"
"3-n257","もうか","false"
"3-n257m","かそく","false"
"3-n258","げきりゅう","false"
"3-n259","げきりゅう","false"
"3-n26","せいでんき","false"
"3-n260","げきりゅう","false"
"3-n260m","すいすい","false"
"3-n261","にげあし","false"
"3-n261","はやあし","false"
"3-n262","いかく","false"
"3-n262","はやあし","false"
"3-n263","ものひろい","false"
"3-n263","くいしんぼう","false"
"3-n263g","ものひろい","false"
"3-n263g","くいしんぼう","false"
"3-n264","ものひろい","false"
"3-n264","くいしんぼう","false"
"3-n264g","ものひろい","false"
"3-n264g","くいしんぼう","false"
"3-n265","りんぷん","false"
"3-n266","だっぴ","false"
"3-n267","むしのしらせ","false"
"3-n268","だっぴ","false"
"3-n269","りんぷん","false"
"3-n26a","サーフテール","false"
"3-n27","すながくれ","false"
"3-n270","すいすい","false"
"3-n270","あめうけざら","false"
"3-n271","すいすい","false"
"3-n271","あめうけざら","false"
"3-n272","すいすい","false"
"3-n272","あめうけざら","false"
"3-n273","ようりょくそ","false"
"3-n273","はやおき","false"
"3-n274","ようりょくそ","false"
"3-n274","はやおき","false"
"3-n275","ようりょくそ","false"
"3-n275","はやおき","false"
"3-n276","こんじょう","false"
"3-n277","こんじょう","false"
"3-n278","するどいめ","false"
"3-n278","うるおいボディ","false"
"3-n279","するどいめ","false"
"3-n279","あめふらし","false"
"3-n27a","ゆきがくれ","false"
"3-n28","すながくれ","false"
"3-n280","シンクロ","false"
"3-n280","トレース","false"
"3-n281","シンクロ","false"
"3-n281","トレース","false"
"3-n282","シンクロ","false"
"3-n282","トレース","false"
"3-n282m","フェアリースキン","false"
"3-n283","すいすい","false"
"3-n284","いかく","false"
"3-n285","ほうし","false"
"3-n285","ポイズンヒール","false"
"3-n286","ほうし","false"
"3-n286","ポイズンヒール","false"
"3-n287","なまけ","false"
"3-n288","やるき","false"
"3-n289","なまけ","false"
"3-n28a","ゆきがくれ","false"
"3-n29","どくのトゲ","false"
"3-n29","とうそうしん","false"
"3-n290","ふくがん","false"
"3-n291","かそく","false"
"3-n292","ふしぎなまもり","false"
"3-n293","ぼうおん","false"
"3-n294","ぼうおん","false"
"3-n295","ぼうおん","false"
"3-n296","あついしぼう","false"
"3-n296","こんじょう","false"
"3-n297","あついしぼう","false"
"3-n297","こんじょう","false"
"3-n298","あついしぼう","false"
"3-n298","ちからもち","false"
"3-n299","がんじょう","false"
"3-n299","じりょく","false"
"3-n30","どくのトゲ","false"
"3-n30","とうそうしん","false"
"3-n300","メロメロボディ","false"
"3-n300","ノーマルスキン","false"
"3-n301","メロメロボディ","false"
"3-n301","ノーマルスキン","false"
"3-n302","するどいめ","false"
"3-n302","あとだし","false"
"3-n302m","マジックミラー","false"
"3-n303","かいりきバサミ","false"
"3-n303","いかく","false"
"3-n303m","ちからもち","false"
"3-n304","がんじょう","false"
"3-n304","いしあたま","false"
"3-n305","がんじょう","false"
"3-n305","いしあたま","false"
"3-n306","がんじょう","false"
"3-n306","いしあたま","false"
"3-n306m","フィルター","false"
"3-n307","ヨガパワー","false"
"3-n308","ヨガパワー","false"
"3-n308m","ヨガパワー","false"
"3-n309","せいでんき","false"
"3-n309","ひらいしん","false"
"3-n31","どくのトゲ","false"
"3-n31","とうそうしん","false"
"3-n310","せいでんき","false"
"3-n310","ひらいしん","false"
"3-n310m","いかく","false"
"3-n311","プラス","false"
"3-n312","マイナス","false"
"3-n313","はっこう","false"
"3-n313","むしのしらせ","false"
"3-n314","どんかん","false"
"3-n314","いろめがね","false"
"3-n315","しぜんかいふく","false"
"3-n315","どくのトゲ","false"
"3-n316","ヘドロえき","false"
"3-n316","ねんちゃく","false"
"3-n317","ヘドロえき","false"
"3-n317","ねんちゃく","false"
"3-n318","さめはだ","false"
"3-n319","さめはだ","false"
"3-n319m","がんじょうあご","false"
"3-n32","どくのトゲ","false"
"3-n32","とうそうしん","false"
"3-n320","みずのベール","false"
"3-n320","どんかん","false"
"3-n321","みずのベール","false"
"3-n321","どんかん","false"
"3-n322","どんかん","false"
"3-n322","たんじゅん","false"
"3-n323","マグマのよろい","false"
"3-n323","ハードロック","false"
"3-n323m","ちからずく","false"
"3-n324","しろいけむり","false"
"3-n324","ひでり","false"
"3-n325","あついしぼう","false"
"3-n325","マイペース","false"
"3-n326","あついしぼう","false"
"3-n326","マイペース","false"
"3-n327","マイペース","false"
"3-n327","ちどりあし","false"
"3-n328","かいりきバサミ","false"
"3-n328","ありじごく","false"
"3-n329","ふゆう","false"
"3-n33","どくのトゲ","false"
"3-n33","とうそうしん","false"
"3-n330","ふゆう","false"
"3-n331","すながくれ","false"
"3-n332","すながくれ","false"
"3-n333","しぜんかいふく","false"
"3-n334","しぜんかいふく","false"
"3-n334m","フェアリースキン","false"
"3-n335","めんえき","false"
"3-n336","だっぴ","false"
"3-n337","ふゆう","false"
"3-n338","ふゆう","false"
"3-n339","どんかん","false"
"3-n339","きけんよち","false"
"3-n34","どくのトゲ","false"
"3-n34","とうそうしん","false"
"3-n340","どんかん","false"
"3-n340","きけんよち","false"
"3-n341","かいりきバサミ","false"
"3-n341","シェルアーマー","false"
"3-n342","かいりきバサミ","false"
"3-n342","シェルアーマー","false"
"3-n343","ふゆう","false"
"3-n344","ふゆう","false"
"3-n345","きゅうばん","false"
"3-n346","きゅうばん","false"
"3-n347","カブトアーマー","false"
"3-n348","カブトアーマー","false"
"3-n349","すいすい","false"
"3-n349","どんかん","false"
"3-n35","メロメロボディ","false"
"3-n35","マジックガード","false"
"3-n350","ふしぎなうろこ","false"
"3-n350","かちき","false"
"3-n351","てんきや","false"
"3-n352","へんしょく","false"
"3-n353","ふみん","false"
"3-n353","おみとおし","false"
"3-n354","ふみん","false"
"3-n354","おみとおし","false"
"3-n354m","いたずらごころ","false"
"3-n355","ふゆう","false"
"3-n356","プレッシャー","false"
"3-n357","ようりょくそ","false"
"3-n357","サンパワー","false"
"3-n358","ふゆう","false"
"3-n359","プレッシャー","false"
"3-n359","きょううん","false"
"3-n359m","マジックミラー","false"
"3-n36","メロメロボディ","false"
"3-n36","マジックガード","false"
"3-n360","かげふみ","false"
"3-n361","せいしんりょく","false"
"3-n361","アイスボディ","false"
"3-n362","せいしんりょく","false"
"3-n362","アイスボディ","false"
"3-n362m","フリーズスキン","false"
"3-n363","あついしぼう","false"
"3-n363","アイスボディ","false"
"3-n364","あついしぼう","false"
"3-n364","アイスボディ","false"
"3-n365","あついしぼう","false"
"3-n365","アイスボディ","false"
"3-n366","シェルアーマー","false"
"3-n367","すいすい","false"
"3-n368","すいすい","false"
"3-n369","すいすい","false"
"3-n369","いしあたま","false"
"3-n37","もらいび","false"
"3-n370","すいすい","false"
"3-n371","いしあたま","false"
"3-n372","いしあたま","false"
"3-n373","いかく","false"
"3-n373m","スカイスキン","false"
"3-n374","クリアボディ","false"
"3-n375","クリアボディ","false"
"3-n376","クリアボディ","false"
"3-n376m","かたいツメ","false"
"3-n377","クリアボディ","false"
"3-n378","クリアボディ","false"
"3-n379","クリアボディ","false"
"3-n37a","ゆきがくれ","false"
"3-n38","もらいび","false"
"3-n380","ふゆう","false"
"3-n380m","ふゆう","false"
"3-n381","ふゆう","false"
"3-n381m","ふゆう","false"
"3-n382","あめふらし","false"
"3-n382p","はじまりのうみ","false"
"3-n383","ひでり","false"
"3-n383p","おわりのだいち","false"
"3-n384","エアロック","false"
"3-n384m","デルタストリーム","false"
"3-n385","てんのめぐみ","false"
"3-n386","プレッシャー","false"
"3-n386a","プレッシャー","false"
"3-n386d","プレッシャー","false"
"3-n386s","プレッシャー","false"
"3-n387","しんりょく","false"
"3-n388","しんりょく","false"
"3-n389","しんりょく","false"
"3-n38a","ゆきがくれ","false"
"3-n39","メロメロボディ","false"
"3-n39","かちき","false"
"3-n390","もうか","false"
"3-n391","もうか","false"
"3-n392","もうか","false"
"3-n393","げきりゅう","false"
"3-n394","げきりゅう","false"
"3-n395","げきりゅう","false"
"3-n396","するどいめ","false"
"3-n397","いかく","false"
"3-n398","いかく","false"
"3-n399","たんじゅん","false"
"3-n399","てんねん","false"
"3-n40","メロメロボディ","false"
"3-n40","かちき","false"
"3-n400","たんじゅん","false"
"3-n400","てんねん","false"
"3-n401","だっぴ","false"
"3-n402","むしのしらせ","false"
"3-n403","とうそうしん","false"
"3-n403","いかく","false"
"3-n404","とうそうしん","false"
"3-n404","いかく","false"
"3-n405","とうそうしん","false"
"3-n405","いかく","false"
"3-n406","しぜんかいふく","false"
"3-n406","どくのトゲ","false"
"3-n407","しぜんかいふく","false"
"3-n407","どくのトゲ","false"
"3-n408","かたやぶり","false"
"3-n409","かたやぶり","false"
"3-n41","せいしんりょく","false"
"3-n410","がんじょう","false"
"3-n411","がんじょう","false"
"3-n412","だっぴ","false"
"3-n413","きけんよち","false"
"3-n413d","きけんよち","false"
"3-n413s","きけんよち","false"
"3-n414","むしのしらせ","false"
"3-n415","みつあつめ","false"
"3-n416","プレッシャー","false"
"3-n417","にげあし","false"
"3-n417","ものひろい","false"
"3-n418","すいすい","false"
"3-n419","すいすい","false"
"3-n42","せいしんりょく","false"
"3-n420","ようりょくそ","false"
"3-n421","フラワーギフト","false"
"3-n422","ねんちゃく","false"
"3-n422","よびみず","false"
"3-n423","ねんちゃく","false"
"3-n423","よびみず","false"
"3-n424","テクニシャン","false"
"3-n424","ものひろい","false"
"3-n425","ゆうばく","false"
"3-n425","かるわざ","false"
"3-n426","ゆうばく","false"
"3-n426","かるわざ","false"
"3-n427","にげあし","false"
"3-n427","ぶきよう","false"
"3-n428","メロメロボディ","false"
"3-n428","ぶきよう","false"
"3-n428m","きもったま","false"
"3-n429","ふゆう","false"
"3-n43","ようりょくそ","false"
"3-n430","ふみん","false"
"3-n430","きょううん","false"
"3-n431","じゅうなん","false"
"3-n431","マイペース","false"
"3-n432","あついしぼう","false"
"3-n432","マイペース","false"
"3-n433","ふゆう","false"
"3-n434","あくしゅう","false"
"3-n434","ゆうばく","false"
"3-n435","あくしゅう","false"
"3-n435","ゆうばく","false"
"3-n436","ふゆう","false"
"3-n436","たいねつ","false"
"3-n437","ふゆう","false"
"3-n437","たいねつ","false"
"3-n438","がんじょう","false"
"3-n438","いしあたま","false"
"3-n439","ぼうおん","false"
"3-n439","フィルター","false"
"3-n44","ようりょくそ","false"
"3-n440","しぜんかいふく","false"
"3-n440","てんのめぐみ","false"
"3-n441","するどいめ","false"
"3-n441","ちどりあし","false"
"3-n442","プレッシャー","false"
"3-n443","すながくれ","false"
"3-n444","すながくれ","false"
"3-n445","すながくれ","false"
"3-n445m","すなのちから","false"
"3-n446","ものひろい","false"
"3-n446","あついしぼう","false"
"3-n447","ふくつのこころ","false"
"3-n447","せいしんりょく","false"
"3-n448","ふくつのこころ","false"
"3-n448","せいしんりょく","false"
"3-n448m","てきおうりょく","false"
"3-n449","すなおこし","false"
"3-n45","ようりょくそ","false"
"3-n450","すなおこし","false"
"3-n451","カブトアーマー","false"
"3-n451","スナイパー","false"
"3-n452","カブトアーマー","false"
"3-n452","スナイパー","false"
"3-n453","きけんよち","false"
"3-n453","かんそうはだ","false"
"3-n454","きけんよち","false"
"3-n454","かんそうはだ","false"
"3-n455","ふゆう","false"
"3-n456","すいすい","false"
"3-n456","よびみず","false"
"3-n457","すいすい","false"
"3-n457","よびみず","false"
"3-n458","すいすい","false"
"3-n458","ちょすい","false"
"3-n459","ゆきふらし","false"
"3-n46","ほうし","false"
"3-n46","かんそうはだ","false"
"3-n460","ゆきふらし","false"
"3-n460m","ゆきふらし","false"
"3-n461","プレッシャー","false"
"3-n462","じりょく","false"
"3-n462","がんじょう","false"
"3-n463","マイペース","false"
"3-n463","どんかん","false"
"3-n464","ひらいしん","false"
"3-n464","ハードロック","false"
"3-n465","ようりょくそ","false"
"3-n465","リーフガード","false"
"3-n466","でんきエンジン","false"
"3-n467","ほのおのからだ","false"
"3-n468","はりきり","false"
"3-n468","てんのめぐみ","false"
"3-n469","かそく","false"
"3-n469","いろめがね","false"
"3-n47","ほうし","false"
"3-n47","かんそうはだ","false"
"3-n470","リーフガード","false"
"3-n471","ゆきがくれ","false"
"3-n472","かいりきバサミ","false"
"3-n472","すながくれ","false"
"3-n473","どんかん","false"
"3-n473","ゆきがくれ","false"
"3-n474","てきおうりょく","false"
"3-n474","ダウンロード","false"
"3-n475","ふくつのこころ","false"
"3-n475m","せいしんりょく","false"
"3-n476","がんじょう","false"
"3-n476","じりょく","false"
"3-n477","プレッシャー","false"
"3-n478","ゆきがくれ","false"
"3-n479","ふゆう","false"
"3-n479c","ふゆう","false"
"3-n479f","ふゆう","false"
"3-n479h","ふゆう","false"
"3-n479s","ふゆう","false"
"3-n479w","ふゆう","false"
"3-n48","ふくがん","false"
"3-n48","いろめがね","false"
"3-n480","ふゆう","false"
"3-n481","ふゆう","false"
"3-n482","ふゆう","false"
"3-n483","プレッシャー","false"
"3-n484","プレッシャー","false"
"3-n485","もらいび","false"
"3-n486","スロースタート","false"
"3-n487","プレッシャー","false"
"3-n487o","ふゆう","false"
"3-n488","ふゆう","false"
"3-n489","うるおいボディ","false"
"3-n49","りんぷん","false"
"3-n49","いろめがね","false"
"3-n490","うるおいボディ","false"
"3-n491","ナイトメア","false"
"3-n492","しぜんかいふく","false"
"3-n492s","てんのめぐみ","false"
"3-n493","マルチタイプ","false"
"3-n494","しょうりのほし","false"
"3-n495","しんりょく","false"
"3-n496","しんりょく","false"
"3-n497","しんりょく","false"
"3-n498","もうか","false"
"3-n499","もうか","false"
"3-n50","すながくれ","false"
"3-n50","ありじごく","false"
"3-n500","もうか","false"
"3-n501","げきりゅう","false"
"3-n502","げきりゅう","false"
"3-n503","げきりゅう","false"
"3-n503h","げきりゅう","false"
"3-n504","にげあし","false"
"3-n504","するどいめ","false"
"3-n505","はっこう","false"
"3-n505","するどいめ","false"
"3-n506","やるき","false"
"3-n506","ものひろい","false"
"3-n507","いかく","false"
"3-n507","すなかき","false"
"3-n508","いかく","false"
"3-n508","すなかき","false"
"3-n509","じゅうなん","false"
"3-n509","かるわざ","false"
"3-n50a","すながくれ","false"
"3-n50a","カーリーヘアー","false"
"3-n51","すながくれ","false"
"3-n51","ありじごく","false"
"3-n510","じゅうなん","false"
"3-n510","かるわざ","false"
"3-n511","くいしんぼう","false"
"3-n512","くいしんぼう","false"
"3-n513","くいしんぼう","false"
"3-n514","くいしんぼう","false"
"3-n515","くいしんぼう","false"
"3-n516","くいしんぼう","false"
"3-n517","よちむ","false"
"3-n517","シンクロ","false"
"3-n518","よちむ","false"
"3-n518","シンクロ","false"
"3-n519","はとむね","false"
"3-n519","きょううん","false"
"3-n51a","すながくれ","false"
"3-n51a","カーリーヘアー","false"
"3-n52","ものひろい","false"
"3-n52","テクニシャン","false"
"3-n520","はとむね","false"
"3-n520","きょううん","false"
"3-n521","はとむね","false"
"3-n521","きょううん","false"
"3-n522","ひらいしん","false"
"3-n522","でんきエンジン","false"
"3-n523","ひらいしん","false"
"3-n523","でんきエンジン","false"
"3-n524","がんじょう","false"
"3-n524","くだけるよろい","false"
"3-n525","がんじょう","false"
"3-n525","くだけるよろい","false"
"3-n526","がんじょう","false"
"3-n526","すなおこし","false"
"3-n527","てんねん","false"
"3-n527","ぶきよう","false"
"3-n528","てんねん","false"
"3-n528","ぶきよう","false"
"3-n529","すなかき","false"
"3-n529","すなのちから","false"
"3-n52a","ものひろい","false"
"3-n52a","テクニシャン","false"
"3-n52g","ものひろい","false"
"3-n52g","かたいツメ","false"
"3-n53","じゅうなん","false"
"3-n53","テクニシャン","false"
"3-n530","すなかき","false"
"3-n530","すなのちから","false"
"3-n531","いやしのこころ","false"
"3-n531","さいせいりょく","false"
"3-n531m","いやしのこころ","false"
"3-n532","こんじょう","false"
"3-n532","ちからずく","false"
"3-n533","こんじょう","false"
"3-n533","ちからずく","false"
"3-n534","こんじょう","false"
"3-n534","ちからずく","false"
"3-n535","すいすい","false"
"3-n535","うるおいボディ","false"
"3-n536","すいすい","false"
"3-n536","うるおいボディ","false"
"3-n537","すいすい","false"
"3-n537","どくしゅ","false"
"3-n538","こんじょう","false"
"3-n538","せいしんりょく","false"
"3-n539","がんじょう","false"
"3-n539","せいしんりょく","false"
"3-n53a","ファーコート","false"
"3-n53a","テクニシャン","false"
"3-n54","しめりけ","false"
"3-n54","ノーてんき","false"
"3-n540","むしのしらせ","false"
"3-n540","ようりょくそ","false"
"3-n541","リーフガード","false"
"3-n541","ようりょくそ","false"
"3-n542","むしのしらせ","false"
"3-n542","ようりょくそ","false"
"3-n543","どくのトゲ","false"
"3-n543","むしのしらせ","false"
"3-n544","どくのトゲ","false"
"3-n544","むしのしらせ","false"
"3-n545","どくのトゲ","false"
"3-n545","むしのしらせ","false"
"3-n546","いたずらごころ","false"
"3-n546","すりぬけ","false"
"3-n547","いたずらごころ","false"
"3-n547","すりぬけ","false"
"3-n548","ようりょくそ","false"
"3-n548","マイペース","false"
"3-n549","ようりょくそ","false"
"3-n549","マイペース","false"
"3-n55","しめりけ","false"
"3-n55","ノーてんき","false"
"3-n550","すてみ","false"
"3-n550","てきおうりょく","false"
"3-n550f","いしあたま","false"
"3-n550f","てきおうりょく","false"
"3-n551","いかく","false"
"3-n551","じしんかじょう","false"
"3-n552","いかく","false"
"3-n552","じしんかじょう","false"
"3-n553","いかく","false"
"3-n553","じしんかじょう","false"
"3-n554","はりきり","false"
"3-n554g","はりきり","false"
"3-n555","ちからずく","false"
"3-n555f","ちからずく","false"
"3-n555g","ごりむちゅう","false"
"3-n555h","ごりむちゅう","false"
"3-n556","ちょすい","false"
"3-n556","ようりょくそ","false"
"3-n557","がんじょう","false"
"3-n557","シェルアーマー","false"
"3-n558","がんじょう","false"
"3-n558","シェルアーマー","false"
"3-n559","だっぴ","false"
"3-n559","じしんかじょう","false"
"3-n56","やるき","false"
"3-n56","いかりのつぼ","false"
"3-n560","だっぴ","false"
"3-n560","じしんかじょう","false"
"3-n561","ミラクルスキン","false"
"3-n561","マジックガード","false"
"3-n562","ミイラ","false"
"3-n562g","さまようたましい","false"
"3-n563","ミイラ","false"
"3-n564","ハードロック","false"
"3-n564","がんじょう","false"
"3-n565","ハードロック","false"
"3-n565","がんじょう","false"
"3-n566","よわき","false"
