"id","no","height","weight","order","isDefault"
"3-n306","306","1930","21","306","true"
"3-n309","309","660","6","309","true"
"3-n310","310","670","15","310","true"
"3-n315","315","600","3","315","true"
"3-n318","318","1110","8","318","true"
"3-n319","319","1120","18","319","true"
"3-n320","320","3560","1900","320","true"
"3-n321","321","3570","1910","321","true"
"3-n324","324","3000","1730","324","true"
"3-n328","328","3210","7","328","true"
"3-n329","329","3220","11","329","true"
"3-n330","330","3230","20","330","true"
"3-n333","333","350","4","333","true"
"3-n334","334","360","11","334","true"
"3-n337","337","3620","10","337","true"
"3-n338","338","3630","12","338","true"
"3-n339","339","2280","1370","339","true"
"3-n340","340","2290","1380","340","true"
"3-n341","341","1020","910","341","true"
"3-n342","342","1030","920","342","true"
"3-n343","343","820","1510","343","true"
"3-n344","344","830","1520","344","true"
"3-n345","345","1830","10","345","true"
"3-n346","346","1840","15","346","true"
"3-n347","347","1850","7","347","true"
"3-n348","348","1860","15","348","true"
"3-n349","349","1520","1880","349","true"
"3-n350","350","1530","1890","350","true"
"3-n355","355","1350","8","355","true"
"3-n356","356","1360","16","356","true"
"3-n359","359","1070","12","359","true"
"3-n360","360","2160","6","360","true"
"3-n361","361","790","250","361","true"
"3-n362","362","800","260","362","true"
"3-n363","363","1590","8","363","true"
"3-n364","364","1600","11","364","true"
"3-n365","365","1610","14","365","true"
"3-n369","369","1870","10","369","true"
"3-n371","371","1130","6","371","true"
"3-n372","372","1140","11","372","true"
"3-n373","373","1150","15","373","true"
"3-n374","374","1290","6","374","true"
"3-n375","375","1300","12","375","true"
"3-n376","376","1310","16","376","true"
"3-n377","377","1970","17","377","true"
"3-n378","378","1980","18","378","true"
"3-n379","379","1990","19","379","true"
"3-n380","380","14","400","380","true"
"3-n381","381","20","600","381","true"
"3-n382","382","45","3520","382","true"
"3-n383","383","35","9500","383","true"
"3-n384","384","70","2065","384","true"
"3-n385","385","3","11","385","true"
"3-n403","403","250","5","403","true"
"3-n404","404","260","9","404","true"
"3-n405","405","270","14","405","true"
"3-n406","406","590","2","406","true"
"3-n407","407","610","9","407","true"
"3-n415","415","1160","2030","415","true"
"3-n416","416","1170","2040","416","true"
"3-n420","420","1280","4","420","true"
"3-n421","421","1290","5","421","true"
"3-n422","422","2300","3","422","true"
"3-n423","423","2310","9","423","true"
"3-n425","425","1240","1350","425","true"
"3-n426","426","1250","1360","426","true"
"3-n427","427","40","4","427","true"
"3-n428","428","50","12","428","true"
"3-n434","434","1300","4","434","true"
"3-n435","435","1310","10","435","true"
"3-n436","436","1180","870","436","true"
"3-n437","437","1190","880","437","true"
"3-n438","438","2520","5","438","true"
"3-n439","439","3640","100","439","true"
"3-n440","440","60","6","440","true"
"3-n442","442","470","10","442","true"
"3-n443","443","1160","7","443","true"
"3-n444","444","1170","14","444","true"
"3-n445","445","1180","19","445","true"
"3-n446","446","2600","1720","446","true"
"3-n447","447","2980","1340","447","true"
"3-n448","448","2990","1350","448","true"
"3-n449","449","3140","8","449","true"
"3-n450","450","3150","20","450","true"
"3-n451","451","2850","500","451","true"
"3-n452","452","2860","510","452","true"
"3-n453","453","2220","820","453","true"
"3-n454","454","2230","830","454","true"
"3-n458","458","3540","460","458","true"
"3-n459","459","960","310","459","true"
"3-n460","460","970","320","460","true"
"3-n461","461","2930","290","461","true"
"3-n462","462","1070","12","462","true"
"3-n463","463","550","17","463","true"
"3-n464","464","2660","1850","464","true"
"3-n465","465","810","20","465","true"
"3-n466","466","170","18","466","true"
"3-n467","467","200","16","467","true"
"3-n468","468","2590","15","468","true"
"3-n470","470","2020","810","470","true"
"3-n471","471","2030","800","471","true"
"3-n473","473","770","90","473","true"
"3-n474","474","2100","9","474","true"
"3-n475","475","1230","370","475","true"
"3-n477","477","1370","22","477","true"
"3-n478","478","810","270","478","true"
"3-n479","479","3720","3","479","true"
"3-n479h","479","3720","3","479","false"
"3-n479w","479","3720","3","479","false"
"3-n479f","479","3720","3","479","false"
"3-n479s","479","3720","3","479","false"
"3-n479c","479","3720","3","479","false"
"3-n480","480","3","3","480","true"
"3-n481","481","3","3","481","true"
"3-n482","482","3","3","482","true"
"3-n483","483","54","6830","483","true"
"3-n484","484","42","3360","484","true"
"3-n485","485","17","4300","485","true"
"3-n486","486","37","4200","486","true"
"3-n487","487","45","7500","487","true"
"3-n487o","487","69","6500","487","false"
"3-n488","488","15","856","488","true"
"3-n494","494","4","40","494","true"
"3-n506","506","1130","4","506","true"
"3-n507","507","1140","9","507","true"
"3-n508","508","1150","12","508","true"
"3-n509","509","440","4","509","true"
"3-n510","510","450","11","510","true"
"3-n517","517","900","6","517","true"
"3-n518","518","910","11","518","true"
"3-n519","519","260","3","519","true"
"3-n520","520","270","6","520","true"
"3-n521","521","280","12","521","true"
"3-n524","524","1680","1540","524","true"
"3-n525","525","1690","1550","525","true"
"3-n526","526","1700","1560","526","true"
"3-n527","527","1740","1510","527","true"
"3-n528","528","1750","1520","528","true"
"3-n529","529","1660","3","529","true"
"3-n530","530","1670","7","530","true"
"3-n531","531","210","11","531","true"
"3-n532","532","1710","570","532","true"
"3-n533","533","1720","580","533","true"
"3-n534","534","1730","590","534","true"
"3-n535","535","1320","5","535","true"
"3-n536","536","1330","8","536","true"
"3-n537","537","1340","15","537","true"
"3-n538","538","2480","13","538","true"
"3-n539","539","2490","14","539","true"
"3-n543","543","740","4","543","true"
"3-n544","544","750","12","544","true"
"3-n545","545","760","25","545","true"
"3-n546","546","2620","1680","546","true"
"3-n547","547","2630","1690","547","true"
"3-n548","548","2010","5","548","true"
"3-n549","549","2020","11","549","true"
"3-n550","550","1540","640","550","true"
"3-n550f","550","1540","640","550","false"
"3-n551","551","1760","7","551","true"
"3-n552","552","1770","10","552","true"
"3-n553","553","1780","15","553","true"
"3-n554","554","1030","6","554","true"
"3-n554g","554","3670","1030","554","false"
"3-n555","555","1040","13","555","true"
"3-n555f","555","1040","13","555","false"
"3-n555g","555","3680","1040","555","false"
"3-n555h","555","3680","1040","555","false"
"3-n556","556","2960","10","556","true"
"3-n557","557","860","1220","557","true"
"3-n558","558","870","1230","558","true"
"3-n559","559","2240","1610","559","true"
"3-n560","560","2250","1620","560","true"
"3-n561","561","2970","14","561","true"
"3-n562","562","3270","5","562","true"
"3-n562g","562","3270","5","562","false"
"3-n563","563","3290","17","563","true"
"3-n564","564","1470","7","564","true"
"3-n565","565","1480","12","565","true"
"3-n566","566","1490","5","566","true"
"3-n567","567","1500","14","567","true"
"3-n568","568","1570","6","568","true"
"3-n569","569","1580","19","569","true"
"3-n570","570","870","7","570","true"
"3-n571","571","880","16","571","true"
"3-n572","572","500","4","572","true"
"3-n573","573","510","5","573","true"
"3-n574","574","2670","510","574","true"
"3-n575","575","2680","520","575","true"
"3-n576","576","2690","530","576","true"
"3-n577","577","2700","540","577","true"
"3-n578","578","2710","550","578","true"
"3-n579","579","2720","560","579","true"
"3-n582","582","720","220","582","true"
"3-n583","583","730","230","583","true"
"3-n584","584","740","240","584","true"
"3-n587","587","1020","4","587","true"
"3-n588","588","2730","660","588","true"
"3-n589","589","2740","670","589","true"
"3-n590","590","770","2","590","true"
"3-n591","591","780","6","591","true"
"3-n592","592","3050","1920","592","true"
"3-n593","593","3060","1930","593","true"
"3-n595","595","640","930","595","true"
"3-n596","596","650","940","596","true"
"3-n597","597","1890","1790","597","true"
"3-n598","598","1900","1800","598","true"
"3-n599","599","1130","3","599","true"
"3-n600","600","1140","6","600","true"
"3-n601","601","1150","6","601","true"
"3-n605","605","2770","5","605","true"
"3-n606","606","2780","10","606","true"
"3-n607","607","2870","480","607","true"
"3-n608","608","2880","490","608","true"
"3-n609","609","2890","500","609","true"
"3-n610","610","3240","6","610","true"
"3-n611","611","3250","10","611","true"
"3-n612","612","3260","18","612","true"
"3-n613","613","2790","1210","613","true"
"3-n614","614","2800","1220","614","true"
"3-n615","615","300","11","615","true"
"3-n616","616","2750","640","616","true"
"3-n617","617","2760","650","617","true"
"3-n618","618","2260","7","618","true"
"3-n618g","618","2260","7","618","false"
"3-n619","619","1630","9","619","true"
"3-n620","620","1640","14","620","true"
"3-n621","621","630","1190","621","true"
"3-n622","622","880","1530","622","true"
"3-n623","623","890","1540","623","true"
"3-n624","624","2460","290","624","true"
"3-n625","625","2470","300","625","true"
"3-n626","626","530","16","626","true"
"3-n627","627","2810","1790","627","true"
"3-n628","628","2820","1800","628","true"
"3-n629","629","2830","1810","629","true"
"3-n630","630","2840","1820","630","true"
"3-n631","631","3170","1020","631","true"
"3-n632","632","3160","1010","632","true"
"3-n633","633","3860","1360","633","true"
"3-n634","634","3870","1370","634","true"
"3-n635","635","3880","1380","635","true"
"3-n636","636","1860","11","636","true"
"3-n637","637","1870","16","637","true"
"3-n638","638","2050","21","638","true"
"3-n639","639","2060","19","639","true"
"3-n640","640","2070","20","640","true"
"3-n641","641","15","630","641","true"
"3-n641a","641","14","630","641","false"
"3-n642","642","15","610","642","true"
"3-n642a","642","30","610","642","false"
"3-n643","643","32","3300","643","true"
"3-n644","644","29","3450","644","true"
"3-n645","645","15","680","645","true"
"3-n645a","645","13","680","645","false"
"3-n646","646","30","3250","646","true"
"3-n646w","646","36","3250","646","false"
"3-n646b","646","33","3250","646","false"
"3-n647","647","14","485","647","true"
"3-n647k","647","14","485","647","false"
"3-n649","649","15","825","649","true"
"3-n659","659","480","4","659","true"
"3-n660","660","490","10","660","true"
"3-n661","661","220","3","661","true"
"3-n662","662","230","7","662","true"
"3-n663","663","240","12","663","true"
"3-n674","674","1110","6","674","true"
"3-n675","675","1120","21","675","true"
"3-n677","677","2080","3","677","true"
"3-n678","678","2090","6","678","true"
"3-n678f","678","2090","6","678","false"
"3-n679","679","3300","8","679","true"
"3-n680","680","3310","8","680","true"
"3-n681","681","3320","17","681","true"
"3-n681b","681","3320","17","681","false"
"3-n682","682","2120","2","682","true"
"3-n683","683","2130","8","683","true"
"3-n684","684","2100","4","684","true"
"3-n685","685","2110","8","685","true"
"3-n686","686","2900","1080","686","true"
"3-n687","687","2910","1090","687","true"
"3-n688","688","2340","5","688","true"
"3-n689","689","2350","13","689","true"
"3-n690","690","1940","5","690","true"
"3-n691","691","1950","18","691","true"
"3-n692","692","1960","5","692","true"
"3-n693","693","1970","13","693","true"
"3-n694","694","3180","5","694","true"
"3-n695","695","3190","10","695","true"
"3-n696","696","830","8","696","true"
"3-n697","697","840","25","697","true"
"3-n698","698","850","13","698","true"
"3-n699","699","860","27","699","true"
"3-n700","700","2040","820","700","true"
"3-n701","701","3200","8","701","true"
"3-n702","702","1030","2","702","true"
"3-n703","703","1280","3","703","true"
"3-n704","704","3890","600","704","true"
"3-n705","705","3900","610","705","true"
"3-n706","706","3910","620","706","true"
"3-n707","707","280","2","707","true"
"3-n708","708","3380","330","708","true"
"3-n709","709","3390","340","709","true"
"3-n710","710","1910","4","710","true"
"3-n710s","710","1910","3","710","false"
"3-n710l","710","1910","5","710","false"
"3-n710k","710","1910","8","710","false"
"3-n711","711","1920","9","711","true"
"3-n711s","711","1920","7","711","false"
"3-n711l","711","1920","11","711","false"
"3-n711k","711","1920","17","711","false"
"3-n712","712","3580","1420","712","true"
"3-n713","713","3590","1430","713","true"
"3-n714","714","1760","1810","714","true"
"3-n715","715","1770","1820","715","true"
"3-n716","716","30","2150","716","true"
"3-n717","717","58","2030","717","true"
"3-n718","718","50","3050","718","true"
"3-n718t","718","12","335","718","false"
"3-n718c","718","45","6100","718","false"
"3-n719","719","7","88","719","true"
"3-n721","721","17","1950","721","true"
"3-n722","722","3","15","722","true"
"3-n723","723","7","160","723","true"
"3-n724","724","16","366","724","true"
"3-n725","725","4","43","725","true"
"3-n726","726","7","250","726","true"
"3-n727","727","18","830","727","true"
"3-n728","728","4","75","728","true"
"3-n729","729","6","175","729","true"
"3-n730","730","18","440","730","true"
"3-n736","736","160","4","736","true"
"3-n737","737","170","5","737","true"
"3-n738","738","180","15","738","true"
"3-n742","742","1870","1","742","true"
"3-n743","743","1880","2","743","true"
"3-n744","744","1570","5","744","true"
"3-n745","745","1580","8","745","true"
"3-n745f","745","1580","11","745","false"
"3-n745d","745","1580","8","745","false"
"3-n746","746","1550","1100","746","true"
"3-n746f","746","1550","1100","746","false"
"3-n747","747","3070","1270","747","true"
"3-n748","748","3080","1280","748","true"
"3-n749","749","840","10","749","true"
"3-n750","750","850","25","750","true"
"3-n751","751","2140","910","751","true"
"3-n752","752","2150","920","752","true"
"3-n753","753","170","3","753","true"
"3-n754","754","180","9","754","true"
"3-n755","755","3400","2","755","true"
"3-n756","756","3410","10","756","true"
"3-n757","757","2440","1590","757","true"
"3-n758","758","2450","1600","758","true"
"3-n759","759","940","5","759","true"
"3-n760","760","950","21","760","true"
"3-n761","761","520","3","761","true"
"3-n762","762","530","7","762","true"
"3-n763","763","540","12","763","true"
"3-n764","764","790","1","764","true"
"3-n765","765","3420","890","765","true"
"3-n766","766","3430","900","766","true"
"3-n767","767","2320","1240","767","true"
"3-n768","768","2330","1250","768","true"
"3-n769","769","1330","5","769","true"
"3-n770","770","1340","13","770","true"
"3-n771","771","1560","3","771","true"
"3-n772","772","3810","19","772","true"
"3-n773","773","3820","23","773","true"
"3-n776","776","3470","20","776","true"
"3-n777","777","3480","3","777","true"
"3-n778","778","3010","460","778","true"
"3-n780","780","3460","30","780","true"
"3-n781","781","3600","1620","781","true"
"3-n782","782","3920","1650","782","true"
"3-n783","783","3930","1660","783","true"
"3-n784","784","3940","1670","784","true"
"3-n785","785","18","205","785","true"
"3-n786","786","12","186","786","true"
"3-n787","787","19","455","787","true"
"3-n788","788","13","212","788","true"
"3-n789","789","2","1","789","true"
"3-n790","790","1","9999","790","true"
"3-n791","791","34","2300","791","true"
"3-n792","792","40","1200","792","true"
"3-n793","793","12","555","793","true"
"3-n794","794","24","3336","794","true"
"3-n795","795","18","250","795","true"
"3-n796","796","38","1000","796","true"
"3-n797","797","92","9999","797","true"
"3-n798","798","3","1","798","true"
"3-n799","799","55","8880","799","true"
"3-n800","800","24","2300","800","true"
"3-n800s","800","38","4600","800","false"
"3-n800m","800","42","3500","800","false"
"3-n801","801","10","805","801","true"
"3-n802","802","7","222","802","true"
"3-n803","803","6","18","803","true"
"3-n804","804","36","1500","804","true"
"3-n805","805","55","8200","805","true"
"3-n806","806","18","130","806","true"
"3-n807","807","15","445","807","true"
"3-n808","808","2","80","808","true"
"3-n809","809","25","8000","809","true"
"3-n810","810","10","3","810","true"
"3-n811","811","20","7","811","true"
"3-n812","812","30","21","812","true"
"3-n813","813","40","3","813","true"
"3-n814","814","50","6","814","true"
"3-n815","815","60","14","815","true"
"3-n816","816","70","3","816","true"
"3-n817","817","80","7","817","true"
"3-n818","818","90","19","818","true"
"3-n819","819","240","90","819","true"
"3-n820","820","250","100","820","true"
"3-n821","821","210","1630","821","true"
"3-n822","822","220","1640","822","true"
"3-n823","823","230","1650","823","true"
"3-n824","824","100","140","824","true"
"3-n825","825","110","150","825","true"
"3-n826","826","120","160","826","true"
"3-n827","827","290","6","827","true"
"3-n828","828","300","12","828","true"
"3-n829","829","1260","1660","829","true"
"3-n830","830","1270","1670","830","true"
"3-n831","831","340","30","831","true"
"3-n832","832","350","40","832","true"
"3-n833","833","420","560","833","true"
"3-n834","834","430","570","834","true"
"3-n835","835","460","1550","835","true"
"3-n836","836","470","1560","836","true"
"3-n837","837","1610","1760","837","true"
"3-n838","838","1620","1770","838","true"
"3-n839","839","1630","1780","839","true"
"3-n840","840","2050","190","840","true"
"3-n841","841","2060","200","841","true"
"3-n842","842","2070","210","842","true"
"3-n843","843","3120","1740","843","true"
"3-n844","844","3130","1750","844","true"
"3-n845","845","3090","930","845","true"
"3-n846","846","1800","960","846","true"
"3-n847","847","1810","970","847","true"
"3-n848","848","3100","4","848","true"
"3-n849","849","3110","16","849","true"
"3-n849f","849","3110","16","849","false"
"3-n850","850","1590","990","850","true"
"3-n851","851","1600","1000","851","true"
"3-n852","852","3510","1290","852","true"
"3-n853","853","3520","1300","853","true"
"3-n854","854","3350","1320","854","true"
"3-n855","855","3360","1330","855","true"
"3-n856","856","2410","400","856","true"
"3-n857","857","2420","410","857","true"
"3-n858","858","2430","420","858","true"
"3-n859","859","2380","370","859","true"
"3-n860","860","2390","380","860","true"
"3-n861","861","2400","390","861","true"
"3-n862","862","330","730","862","true"
"3-n863","863","1830","8","863","true"
"3-n864","864","2370","10","864","true"
"3-n865","865","2190","8","865","true"
"3-n866","866","3660","120","866","true"
"3-n867","867","3280","16","867","true"
"3-n868","868","1850","2","868","true"
"3-n869","869","1860","3","869","true"
"3-n870","870","3450","30","870","true"
"3-n871","871","3530","1260","871","true"
"3-n872","872","3490","10","872","true"
"3-n873","873","3500","20","873","true"
"3-n874","874","3690","890","874","true"
"3-n875","875","3700","900","875","true"
"3-n875f","875","3700","900","875","false"
"3-n876","876","3370","1710","876","true"
"3-n876f","876","3370","1710","876","false"
"3-n877","877","3440","1040","877","true"
"3-n878","878","3020","1080","878","true"
"3-n879","879","3030","1090","879","true"
"3-n880","880","3740","18","880","true"
"3-n881","881","3750","23","881","true"
"3-n882","882","3760","23","882","true"
"3-n883","883","3770","20","883","true"
"3-n884","884","3710","18","884","true"
"3-n885","885","3950","1100","885","true"
"3-n886","886","3960","1110","886","true"
"3-n887","887","3970","1120","887","true"
"3-n888","888","3980","28","888","true"
"3-n888f","888","3980","28","888","false"
"3-n889","889","3990","29","889","true"
"3-n889f","889","3990","29","889","false"
"3-n890","890","4000","200","890","true"
"3-n890f","890","4000","1000","890","false"
"3-n891","891","1000","6","891","true"
"3-n892","892","1010","19","892","true"
"3-n892r","892","1010","19","892","false"
"3-n893","893","2110","18","893","true"
"3-n894","894","2000","12","894","true"
"3-n895","895","2010","21","895","true"
"3-n896","896","2080","22","896","true"
"3-n897","897","2090","20","897","true"
"3-n898","898","2100","11","898","true"
"3-n898w","898","2100","24","898","false"
"3-n898b","898","2100","24","898","false"
